PC1,PC2
0.27806861199273025,0.3047393932140506
0.28386387176810873,0.3353269192614312
0.1676058365367059,0.15714772039707708
0.20690580069864925,0.18606307222787385
0.1075377606121539,0.15126155094116317
0.2861904272893703,0.22199967346857358
0.23935486710729964,0.22982391837711685
0.17038023845672148,0.18733319370474535
0.202276963736009,0.11996992759260366
0.14333746590231647,0.09169575595582417
0.3004166656139099,0.258756773648761
0.20787655325395588,0.21756610748741678
0.14096244663686763,0.07433360594152887
0.08446894125072026,0.06577475342256266
0.2312683653417933,0.20310012200878994
0.15432900644539801,0.15604823549358707
0.028845579731431325,0.07312714845178492
0.16487975059372154,0.0727508161623415
0.12075882530430099,0.05727099249330115
0.18095931363273024,0.18857798256637343
0.1445398692728757,0.1409970810976137
0.0,0.043305307881036446
0.005712147399067997,0.05250699805184875
0.08603513938078487,0.0
0.12640913709539398,0.1682761022347223
0.0986543906805627,0.27916907692205395
0.2373023238619356,0.3254636001569159
0.2527258532283307,0.312380800404258
0.14491061696112162,0.18776853569505114
0.07876448769065812,0.22475301411578533
0.18347635532681844,0.2067560289629585
0.17735715675353214,0.3723854546905232
0.23179341390934158,0.31571353532935725
0.21017550807260535,0.2148240347342735
0.13367116408790017,0.24962632730270815
0.23282223432929444,0.3134163126084615
0.20800510041371342,0.41438329596606355
0.18512104951915165,0.21495821115831887
0.09699622121934764,0.12359124728222926
0.15474668967394545,0.2559054027619864
0.1936349483685971,0.36527769466552307
0.17794811899405033,0.28522120047340743
0.1288216566650341,0.1722822625150433
0.10965102243515537,0.12307146324111198
0.18202793932238012,0.21455927233558733
0.24574787109310325,0.3468191277867539
0.011853686579106558,0.1636247581433387
0.13557809444996827,0.15759712498088418
0.09892247796158983,0.12120960910644352
0.21453618174296357,0.3820038697065805
0.1931530295657983,0.20131131191031854
0.284143129352512,0.2265013397695463
0.25963609167574364,0.3216206794593049
0.1956370922689665,0.3425842813449557
0.19619383439147575,0.3137410044614658
0.21350603152498973,0.264986247714413
0.19346914154489814,0.27252156882692036
0.19573017813043428,0.3058996402901615
0.1530197252929844,0.33675534192381595
0.2683261317412282,0.2987890307116403
0.1938338861525339,0.32780404125027424
0.19944740684731616,0.2641551251670556
0.2083304576273823,0.28033442157195193
0.22316745744879044,0.233382092500615
0.17202519860865892,0.3401967433294104
0.18413788553337995,0.31798637843336724
0.20991469037182345,0.2293741979667418
0.1684400631441292,0.23578813688920802
0.09774214923817866,0.23843742312116437
0.1271099406524441,0.27659675263798295
0.28711762156581316,0.37318067274383476
0.2511481808562543,0.3409397668867479
0.15074463082745748,0.1775104317847858
0.06540571672190426,0.18386536260214495
0.19011789856274097,0.24558806906960817
0.27510582200201356,0.26086831248877984
0.1794543369035307,0.3214316584551759
0.21888728086757087,0.35359277654771637
0.2676749106608444,0.3475078513155007
0.2564851035626752,0.3474313880411439
0.21798966720341748,0.2856036276836947
0.11934923940207492,0.22387263213186256
0.18083378069955086,0.21826657757032958
0.25873275775242327,0.2938321103198824
0.14671648267359613,0.24410534644512263
0.11397579155894746,0.1968482503208133
0.11635320446083404,0.20027410421611846
0.27093025621617406,0.25392300926202965
0.20540388883473654,0.26432641553467773
0.07672105675325291,0.20360521014102487
0.12951315163593746,0.27792737983630206
0.16245916356502355,0.32682265174635466
0.18007845542364104,0.23533944155213798
0.15473782433607502,0.35408480109575197
0.12746278037627698,0.21584585003889653
0.22823203752051716,0.2591002599751328
0.1875412819173134,0.3103345102028604
0.15097250123970418,0.3066584551758988
0.19572326318072522,0.3192295161536978
0.17073795412436188,0.221897087081696
0.1752034158787724,0.3171455594784539
0.16522727112547053,0.3171076049042879
0.23385681718960752,0.36369756447848717
0.2803465560026484,0.4546290201397615
0.2982053001759722,0.36332910012699554
0.24886358785623128,0.33395501299875663
0.2015139129719004,0.32852168784366914
0.2535896900227515,0.36166330893157533
0.23953372494111988,0.3283200021276737
0.22065502568571366,0.33743575422708927
0.23961484262039892,0.33604944181809715
0.16881639598406314,0.29614724831947015
0.15060177254097404,0.2916632234256877
0.18468700344510772,0.3191723349224396
0.1841866447586875,0.245763934600629
0.15709068028344378,0.25954073278412754
0.225569515922935,0.2961821554664592
0.16681026268963084,0.34226424377821657
0.19641369431321182,0.335467656034947
0.15614741023830112,0.24516452901947486
0.2007364244311024,0.30404568295001955
0.3043401016949739,0.3116538578713954
0.31002809107893026,0.2854030500867692
0.29570173375076575,0.30783670988503914
0.13471239593831807,0.28507170925338593
0.19746689434581846,0.6937945066124109
0.19876264953744965,0.7487323718907706
0.12689398145383893,0.6980551732391838
0.20733798505546386,0.7125130486239935
0.2056167831680549,0.7342712828542743
0.21201488469520827,0.6860866761082188
0.24083160780958462,0.6455428560030319
0.13971004286072,0.7483919440953729
0.19101045899441468,0.7135738934434405
0.24393459649074278,0.7274972382795099
0.12390672317953641,0.5410621081257189
0.26135571046520456,0.5365584687398187
0.16495143303689033,0.7263821093225353
0.25975782516320944,0.722240174469245
0.14409412097624727,0.3761178598261956
0.15327238691696832,0.4683165003091775
0.20779144618061396,0.5589053118704246
0.15976339701691725,0.549189821740836
0.20219033691629676,0.5954321504797239
0.24441408367807235,0.378563022360521
0.17398798048760764,0.3770445614664991
0.18327351681975076,0.42259146224376487
0.14000578994058327,0.4229948337422456
0.1853320441562092,0.3840761352801547
0.22822955521314733,0.6864673302349085
0.3076353411909325,0.772724552689845
0.2722055325182824,0.8363286989940092
0.24475584176946114,0.8693309131044754
0.1508096009821356,0.9086928769473201
0.1862859525855196,0.8661781880198672
0.25257691584998226,0.8149974401425542
0.21933763914840262,0.8398116563275021
0.20753186960692097,0.8277435355288266
0.25563092998493736,0.8527300713435594
0.25761099923815867,0.8906907625715597
0.16261421801426842,0.8126508487423453
0.23954303352726664,0.8151450475069648
0.26866516693818926,0.841064989128917
0.2373382284085017,0.8853998364350827
0.011853686579106558,0.1636247581433387
0.16736665018160385,0.7679106908955512
0.20608398552169105,0.7752395295181483
0.2102568917114886,0.7915212202208791
0.2970549362169028,0.7642417835224968
0.18182581002319298,0.6909044164522369
0.14609768334556966,0.7354481523813323
0.13207274686669665,0.7766227548720404
0.17821141900220197,0.8164159526326638
0.2604567670030302,0.7823323293372961
0.24760103963609278,0.8158764353486392
0.21641518634659135,0.9045705091124276
0.30227701506621263,0.8855520508779978
0.25020845690370624,0.8910897013942911
0.31170824656955326,0.7708641679798401
0.2709963661673319,0.8241173715915664
0.17073035528612662,0.9574750211105127
0.2043598073867354,0.9233277574983876
0.3071459755192163,0.67538680443354
0.2840410008645017,0.6820071941967699
0.24278508110238659,0.7677311684253219
0.20420010497425575,0.8653913922300016
0.2286662355638789,0.828518996602371
0.23012939333683424,0.7359257707830504
0.11865597138487424,0.9385855843456405
0.29575891506566737,0.8127580635509545
0.2644036075292632,0.8605376365534345
0.27084514914283214,0.872516883090978
0.2504832818457703,0.8772764446572118
0.09320041026928542,0.922432994900232
0.2355108199680875,0.7888975325633814
0.2856351627320381,0.770370813635729
0.26305785193204356,0.8529577989215353
0.23399591406260076,0.8295480688036488
0.1866547498856041,0.8051560626732891
0.24231756209724573,0.7945560048271598
0.18626148430193382,0.811403001349743
0.17507110097568607,0.8545809812565243
0.1892726789406137,0.8418905710809247
0.23345122879321228,0.7852124460269018
0.3064128135613866,0.7444043289516553
0.1495817541605058,0.80223716028697
0.24614016150928886,0.7745829427057361
0.28084656005853237,0.7212082527144463
0.18187634234798977,0.872753143305474
0.16084425684836007,0.8316023823296697
