Position,row,col,imagerow,imagecol,index,is_center
79x27,79,27,2116.313131313131,695.2727272727273,1075,0
32x26,32,26,833.0,668.0,1076,1
32x27,32,27,833.0,695.2727272727273,1077,0
33x26,33,26,860.3131313131313,668.0,1078,0
33x27,33,27,860.3131313131313,695.2727272727273,1079,0
64x44,64,44,1707.0,1159.0,1080,1
64x45,64,45,1707.0,1186.2727272727273,1081,0
65x44,65,44,1734.3131313131314,1159.0,1082,0
65x45,65,45,1734.3131313131314,1186.2727272727273,1083,0
42x84,42,84,1106.0,2250.0,1084,1
42x85,42,85,1106.0,2277.2727272727275,1085,0
43x84,43,84,1133.3131313131314,2250.0,1086,0
43x85,43,85,1133.3131313131314,2277.2727272727275,1087,0
28x36,28,36,724.0,941.0,1088,1
28x37,28,37,724.0,968.2727272727273,1089,0
29x36,29,36,751.3131313131313,941.0,1090,0
29x37,29,37,751.3131313131313,968.2727272727273,1091,0
4x46,4,46,68.0,1214.0,1092,1
4x47,4,47,68.0,1241.2727272727273,1093,0
5x46,5,46,95.31313131313131,1214.0,1094,0
5x47,5,47,95.31313131313131,1241.2727272727273,1095,0
80x70,80,70,2144.0,1868.0,1096,1
80x71,80,71,2144.0,1895.2727272727273,1097,0
81x70,81,70,2171.313131313131,1868.0,1098,0
81x71,81,71,2171.313131313131,1895.2727272727273,1099,0
68x24,68,24,1816.0,614.0,1100,1
68x25,68,25,1816.0,641.2727272727273,1101,0
69x24,69,24,1843.3131313131314,614.0,1102,0
69x25,69,25,1843.3131313131314,641.2727272727273,1103,0
96x12,96,12,2581.0,286.0,1104,1
96x13,96,13,2581.0,313.27272727272725,1105,0
97x12,97,12,2608.313131313131,286.0,1106,0
97x13,97,13,2608.313131313131,313.27272727272725,1107,0
78x16,78,16,2089.0,395.0,1108,1
78x17,78,17,2089.0,422.27272727272725,1109,0
79x16,79,16,2116.313131313131,395.0,1110,0
79x17,79,17,2116.313131313131,422.27272727272725,1111,0
98x8,98,8,2636.0,177.0,1112,1
98x9,98,9,2636.0,204.27272727272728,1113,0
99x8,99,8,2663.313131313131,177.0,1114,0
99x9,99,9,2663.313131313131,204.27272727272728,1115,0
64x48,64,48,1707.0,1268.0,1116,1
64x49,64,49,1707.0,1295.2727272727273,1117,0
65x48,65,48,1734.3131313131314,1268.0,1118,0
65x49,65,49,1734.3131313131314,1295.2727272727273,1119,0
78x74,78,74,2089.0,1977.0,1120,1
78x75,78,75,2089.0,2004.2727272727273,1121,0
79x74,79,74,2116.313131313131,1977.0,1122,0
79x75,79,75,2116.313131313131,2004.2727272727273,1123,0
92x78,92,78,2472.0,2086.0,1124,1
92x79,92,79,2472.0,2113.2727272727275,1125,0
93x78,93,78,2499.313131313131,2086.0,1126,0
93x79,93,79,2499.313131313131,2113.2727272727275,1127,0
52x70,52,70,1379.0,1868.0,1128,1
52x71,52,71,1379.0,1895.2727272727273,1129,0
53x70,53,70,1406.3131313131314,1868.0,1130,0
53x71,53,71,1406.3131313131314,1895.2727272727273,1131,0
86x62,86,62,2308.0,1650.0,1132,1
86x63,86,63,2308.0,1677.2727272727273,1133,0
87x62,87,62,2335.313131313131,1650.0,1134,0
87x63,87,63,2335.313131313131,1677.2727272727273,1135,0
64x12,64,12,1707.0,286.0,1136,1
64x13,64,13,1707.0,313.27272727272725,1137,0
65x12,65,12,1734.3131313131314,286.0,1138,0
65x13,65,13,1734.3131313131314,313.27272727272725,1139,0
18x74,18,74,451.0,1977.0,1140,1
18x75,18,75,451.0,2004.2727272727273,1141,0
19x74,19,74,478.3131313131313,1977.0,1142,0
19x75,19,75,478.3131313131313,2004.2727272727273,1143,0
6x74,6,74,123.0,1977.0,1144,1
6x75,6,75,123.0,2004.2727272727273,1145,0
7x74,7,74,150.31313131313132,1977.0,1146,0
7x75,7,75,150.31313131313132,2004.2727272727273,1147,0
30x94,30,94,778.0,2523.0,1148,1
30x95,30,95,778.0,2550.2727272727275,1149,0
31x94,31,94,805.3131313131313,2523.0,1150,0
31x95,31,95,805.3131313131313,2550.2727272727275,1151,0
70x44,70,44,1871.0,1159.0,1152,1
70x45,70,45,1871.0,1186.2727272727273,1153,0
71x44,71,44,1898.3131313131314,1159.0,1154,0
71x45,71,45,1898.3131313131314,1186.2727272727273,1155,0
38x80,38,80,997.0,2141.0,1156,1
38x81,38,81,997.0,2168.2727272727275,1157,0
39x80,39,80,1024.3131313131314,2141.0,1158,0
39x81,39,81,1024.3131313131314,2168.2727272727275,1159,0
70x58,70,58,1871.0,1541.0,1160,1
70x59,70,59,1871.0,1568.2727272727273,1161,0
71x58,71,58,1898.3131313131314,1541.0,1162,0
71x59,71,59,1898.3131313131314,1568.2727272727273,1163,0
14x50,14,50,341.0,1323.0,1164,1
14x51,14,51,341.0,1350.2727272727273,1165,0
15x50,15,50,368.3131313131313,1323.0,1166,0
15x51,15,51,368.3131313131313,1350.2727272727273,1167,0
58x70,58,70,1543.0,1868.0,1168,1
58x71,58,71,1543.0,1895.2727272727273,1169,0
59x70,59,70,1570.3131313131314,1868.0,1170,0
59x71,59,71,1570.3131313131314,1895.2727272727273,1171,0
44x90,44,90,1161.0,2414.0,1172,1
44x91,44,91,1161.0,2441.2727272727275,1173,0
45x90,45,90,1188.3131313131314,2414.0,1174,0
45x91,45,91,1188.3131313131314,2441.2727272727275,1175,0
82x30,82,30,2199.0,777.0,1176,1
82x31,82,31,2199.0,804.2727272727273,1177,0
83x30,83,30,2226.313131313131,777.0,1178,0
83x31,83,31,2226.313131313131,804.2727272727273,1179,0
70x10,70,10,1871.0,232.0,1180,1
70x11,70,11,1871.0,259.27272727272725,1181,0
71x10,71,10,1898.3131313131314,232.0,1182,0
71x11,71,11,1898.3131313131314,259.27272727272725,1183,0
66x14,66,14,1762.0,341.0,1184,1
66x15,66,15,1762.0,368.27272727272725,1185,0
67x14,67,14,1789.3131313131314,341.0,1186,0
67x15,67,15,1789.3131313131314,368.27272727272725,1187,0
30x68,30,68,778.0,1814.0,1188,1
30x69,30,69,778.0,1841.2727272727273,1189,0
31x68,31,68,805.3131313131313,1814.0,1190,0
31x69,31,69,805.3131313131313,1841.2727272727273,1191,0
48x66,48,66,1270.0,1759.0,1192,1
48x67,48,67,1270.0,1786.2727272727273,1193,0
49x66,49,66,1297.3131313131314,1759.0,1194,0
49x67,49,67,1297.3131313131314,1786.2727272727273,1195,0
76x22,76,22,2035.0,559.0,1196,1
76x23,76,23,2035.0,586.2727272727273,1197,0
77x22,77,22,2062.313131313131,559.0,1198,0
77x23,77,23,2062.313131313131,586.2727272727273,1199,0
22x64,22,64,560.0,1705.0,1200,1
22x65,22,65,560.0,1732.2727272727273,1201,0
23x64,23,64,587.3131313131313,1705.0,1202,0
23x65,23,65,587.3131313131313,1732.2727272727273,1203,0
22x98,22,98,560.0,2632.0,1204,1
22x99,22,99,560.0,2659.2727272727275,1205,0
23x98,23,98,587.3131313131313,2632.0,1206,0
23x99,23,99,587.3131313131313,2659.2727272727275,1207,0
6x46,6,46,123.0,1214.0,1208,1
6x47,6,47,123.0,1241.2727272727273,1209,0
7x46,7,46,150.31313131313132,1214.0,1210,0
7x47,7,47,150.31313131313132,1241.2727272727273,1211,0
38x52,38,52,997.0,1377.0,1212,1
38x53,38,53,997.0,1404.2727272727273,1213,0
39x52,39,52,1024.3131313131314,1377.0,1214,0
39x53,39,53,1024.3131313131314,1404.2727272727273,1215,0
44x82,44,82,1161.0,2195.0,1216,1
44x83,44,83,1161.0,2222.2727272727275,1217,0
45x82,45,82,1188.3131313131314,2195.0,1218,0
45x83,45,83,1188.3131313131314,2222.2727272727275,1219,0
10x86,10,86,232.0,2305.0,1220,1
10x87,10,87,232.0,2332.2727272727275,1221,0
11x86,11,86,259.3131313131313,2305.0,1222,0
11x87,11,87,259.3131313131313,2332.2727272727275,1223,0
24x80,24,80,615.0,2141.0,1224,1
24x81,24,81,615.0,2168.2727272727275,1225,0
25x80,25,80,642.3131313131313,2141.0,1226,0
25x81,25,81,642.3131313131313,2168.2727272727275,1227,0
64x22,64,22,1707.0,559.0,1228,1
64x23,64,23,1707.0,586.2727272727273,1229,0
65x22,65,22,1734.3131313131314,559.0,1230,0
65x23,65,23,1734.3131313131314,586.2727272727273,1231,0
36x22,36,22,942.0,559.0,1232,1
36x23,36,23,942.0,586.2727272727273,1233,0
37x22,37,22,969.3131313131313,559.0,1234,0
37x23,37,23,969.3131313131313,586.2727272727273,1235,0
86x52,86,52,2308.0,1377.0,1236,1
86x53,86,53,2308.0,1404.2727272727273,1237,0
87x52,87,52,2335.313131313131,1377.0,1238,0
87x53,87,53,2335.313131313131,1404.2727272727273,1239,0
74x26,74,26,1980.0,668.0,1240,1
74x27,74,27,1980.0,695.2727272727273,1241,0
75x26,75,26,2007.3131313131314,668.0,1242,0
75x27,75,27,2007.3131313131314,695.2727272727273,1243,0
50x18,50,18,1325.0,450.0,1244,1
50x19,50,19,1325.0,477.27272727272725,1245,0
51x18,51,18,1352.3131313131314,450.0,1246,0
51x19,51,19,1352.3131313131314,477.27272727272725,1247,0
14x38,14,38,341.0,995.0,1248,1
14x39,14,39,341.0,1022.2727272727273,1249,0
15x38,15,38,368.3131313131313,995.0,1250,0
15x39,15,39,368.3131313131313,1022.2727272727273,1251,0
72x54,72,54,1926.0,1432.0,1252,1
72x55,72,55,1926.0,1459.2727272727273,1253,0
73x54,73,54,1953.3131313131314,1432.0,1254,0
73x55,73,55,1953.3131313131314,1459.2727272727273,1255,0
10x44,10,44,232.0,1159.0,1256,1
10x45,10,45,232.0,1186.2727272727273,1257,0
11x44,11,44,259.3131313131313,1159.0,1258,0
11x45,11,45,259.3131313131313,1186.2727272727273,1259,0
8x56,8,56,178.0,1486.0,1260,1
8x57,8,57,178.0,1513.2727272727273,1261,0
9x56,9,56,205.31313131313132,1486.0,1262,0
9x57,9,57,205.31313131313132,1513.2727272727273,1263,0
76x26,76,26,2035.0,668.0,1264,1
76x27,76,27,2035.0,695.2727272727273,1265,0
77x26,77,26,2062.313131313131,668.0,1266,0
77x27,77,27,2062.313131313131,695.2727272727273,1267,0
48x60,48,60,1270.0,1595.0,1268,1
48x61,48,61,1270.0,1622.2727272727273,1269,0
49x60,49,60,1297.3131313131314,1595.0,1270,0
49x61,49,61,1297.3131313131314,1622.2727272727273,1271,0
50x38,50,38,1325.0,995.0,1272,1
50x39,50,39,1325.0,1022.2727272727273,1273,0
51x38,51,38,1352.3131313131314,995.0,1274,0
51x39,51,39,1352.3131313131314,1022.2727272727273,1275,0
30x84,30,84,778.0,2250.0,1276,1
30x85,30,85,778.0,2277.2727272727275,1277,0
31x84,31,84,805.3131313131313,2250.0,1278,0
31x85,31,85,805.3131313131313,2277.2727272727275,1279,0
36x68,36,68,942.0,1814.0,1280,1
36x69,36,69,942.0,1841.2727272727273,1281,0
37x68,37,68,969.3131313131313,1814.0,1282,0
37x69,37,69,969.3131313131313,1841.2727272727273,1283,0
90x38,90,38,2417.0,995.0,1284,1
90x39,90,39,2417.0,1022.2727272727273,1285,0
91x38,91,38,2444.313131313131,995.0,1286,0
91x39,91,39,2444.313131313131,1022.2727272727273,1287,0
24x96,24,96,615.0,2577.0,1288,1
24x97,24,97,615.0,2604.2727272727275,1289,0
25x96,25,96,642.3131313131313,2577.0,1290,0
25x97,25,97,642.3131313131313,2604.2727272727275,1291,0
88x8,88,8,2363.0,177.0,1292,1
88x9,88,9,2363.0,204.27272727272728,1293,0
89x8,89,8,2390.313131313131,177.0,1294,0
89x9,89,9,2390.313131313131,204.27272727272728,1295,0
84x18,84,18,2253.0,450.0,1296,1
84x19,84,19,2253.0,477.27272727272725,1297,0
85x18,85,18,2280.313131313131,450.0,1298,0
85x19,85,19,2280.313131313131,477.27272727272725,1299,0
14x78,14,78,341.0,2086.0,1300,1
14x79,14,79,341.0,2113.2727272727275,1301,0
15x78,15,78,368.3131313131313,2086.0,1302,0
15x79,15,79,368.3131313131313,2113.2727272727275,1303,0
68x64,68,64,1816.0,1705.0,1304,1
68x65,68,65,1816.0,1732.2727272727273,1305,0
69x64,69,64,1843.3131313131314,1705.0,1306,0
69x65,69,65,1843.3131313131314,1732.2727272727273,1307,0
66x54,66,54,1762.0,1432.0,1308,1
66x55,66,55,1762.0,1459.2727272727273,1309,0
67x54,67,54,1789.3131313131314,1432.0,1310,0
67x55,67,55,1789.3131313131314,1459.2727272727273,1311,0
76x62,76,62,2035.0,1650.0,1312,1
76x63,76,63,2035.0,1677.2727272727273,1313,0
77x62,77,62,2062.313131313131,1650.0,1314,0
77x63,77,63,2062.313131313131,1677.2727272727273,1315,0
88x86,88,86,2363.0,2305.0,1316,1
88x87,88,87,2363.0,2332.2727272727275,1317,0
89x86,89,86,2390.313131313131,2305.0,1318,0
89x87,89,87,2390.313131313131,2332.2727272727275,1319,0
16x80,16,80,396.0,2141.0,1320,1
16x81,16,81,396.0,2168.2727272727275,1321,0
17x80,17,80,423.3131313131313,2141.0,1322,0
17x81,17,81,423.3131313131313,2168.2727272727275,1323,0
96x20,96,20,2581.0,505.0,1324,1
96x21,96,21,2581.0,532.2727272727273,1325,0
97x20,97,20,2608.313131313131,505.0,1326,0
97x21,97,21,2608.313131313131,532.2727272727273,1327,0
16x32,16,32,396.0,832.0,1328,1
16x33,16,33,396.0,859.2727272727273,1329,0
17x32,17,32,423.3131313131313,832.0,1330,0
17x33,17,33,423.3131313131313,859.2727272727273,1331,0
52x30,52,30,1379.0,777.0,1332,1
52x31,52,31,1379.0,804.2727272727273,1333,0
53x30,53,30,1406.3131313131314,777.0,1334,0
53x31,53,31,1406.3131313131314,804.2727272727273,1335,0
62x68,62,68,1652.0,1814.0,1336,1
62x69,62,69,1652.0,1841.2727272727273,1337,0
63x68,63,68,1679.3131313131314,1814.0,1338,0
63x69,63,69,1679.3131313131314,1841.2727272727273,1339,0
78x22,78,22,2089.0,559.0,1340,1
78x23,78,23,2089.0,586.2727272727273,1341,0
79x22,79,22,2116.313131313131,559.0,1342,0
79x23,79,23,2116.313131313131,586.2727272727273,1343,0
12x84,12,84,287.0,2250.0,1344,1
12x85,12,85,287.0,2277.2727272727275,1345,0
13x84,13,84,314.3131313131313,2250.0,1346,0
13x85,13,85,314.3131313131313,2277.2727272727275,1347,0
94x68,94,68,2526.0,1814.0,1348,1
94x69,94,69,2526.0,1841.2727272727273,1349,0
95x68,95,68,2553.313131313131,1814.0,1350,0
95x69,95,69,2553.313131313131,1841.2727272727273,1351,0
36x78,36,78,942.0,2086.0,1352,1
36x79,36,79,942.0,2113.2727272727275,1353,0
37x78,37,78,969.3131313131313,2086.0,1354,0
37x79,37,79,969.3131313131313,2113.2727272727275,1355,0
54x58,54,58,1434.0,1541.0,1356,1
54x59,54,59,1434.0,1568.2727272727273,1357,0
55x58,55,58,1461.3131313131314,1541.0,1358,0
55x59,55,59,1461.3131313131314,1568.2727272727273,1359,0
8x46,8,46,178.0,1214.0,1360,1
8x47,8,47,178.0,1241.2727272727273,1361,0
9x46,9,46,205.31313131313132,1214.0,1362,0
9x47,9,47,205.31313131313132,1241.2727272727273,1363,0
62x64,62,64,1652.0,1705.0,1364,1
62x65,62,65,1652.0,1732.2727272727273,1365,0
63x64,63,64,1679.3131313131314,1705.0,1366,0
63x65,63,65,1679.3131313131314,1732.2727272727273,1367,0
8x62,8,62,178.0,1650.0,1368,1
8x63,8,63,178.0,1677.2727272727273,1369,0
9x62,9,62,205.31313131313132,1650.0,1370,0
9x63,9,63,205.31313131313132,1677.2727272727273,1371,0
44x56,44,56,1161.0,1486.0,1372,1
44x57,44,57,1161.0,1513.2727272727273,1373,0
45x56,45,56,1188.3131313131314,1486.0,1374,0
45x57,45,57,1188.3131313131314,1513.2727272727273,1375,0
40x96,40,96,1052.0,2577.0,1376,1
40x97,40,97,1052.0,2604.2727272727275,1377,0
41x96,41,96,1079.3131313131314,2577.0,1378,0
41x97,41,97,1079.3131313131314,2604.2727272727275,1379,0
24x28,24,28,615.0,723.0,1380,1
24x29,24,29,615.0,750.2727272727273,1381,0
25x28,25,28,642.3131313131313,723.0,1382,0
25x29,25,29,642.3131313131313,750.2727272727273,1383,0
90x30,90,30,2417.0,777.0,1384,1
90x31,90,31,2417.0,804.2727272727273,1385,0
91x30,91,30,2444.313131313131,777.0,1386,0
91x31,91,31,2444.313131313131,804.2727272727273,1387,0
54x80,54,80,1434.0,2141.0,1388,1
54x81,54,81,1434.0,2168.2727272727275,1389,0
55x80,55,80,1461.3131313131314,2141.0,1390,0
55x81,55,81,1461.3131313131314,2168.2727272727275,1391,0
52x68,52,68,1379.0,1814.0,1392,1
52x69,52,69,1379.0,1841.2727272727273,1393,0
53x68,53,68,1406.3131313131314,1814.0,1394,0
53x69,53,69,1406.3131313131314,1841.2727272727273,1395,0
52x34,52,34,1379.0,886.0,1396,1
52x35,52,35,1379.0,913.2727272727273,1397,0
53x34,53,34,1406.3131313131314,886.0,1398,0
53x35,53,35,1406.3131313131314,913.2727272727273,1399,0
22x70,22,70,560.0,1868.0,1400,1
22x71,22,71,560.0,1895.2727272727273,1401,0
23x70,23,70,587.3131313131313,1868.0,1402,0
23x71,23,71,587.3131313131313,1895.2727272727273,1403,0
70x70,70,70,1871.0,1868.0,1404,1
70x71,70,71,1871.0,1895.2727272727273,1405,0
71x70,71,70,1898.3131313131314,1868.0,1406,0
71x71,71,71,1898.3131313131314,1895.2727272727273,1407,0
78x48,78,48,2089.0,1268.0,1408,1
78x49,78,49,2089.0,1295.2727272727273,1409,0
79x48,79,48,2116.313131313131,1268.0,1410,0
79x49,79,49,2116.313131313131,1295.2727272727273,1411,0
20x36,20,36,505.0,941.0,1412,1
20x37,20,37,505.0,968.2727272727273,1413,0
21x36,21,36,532.3131313131313,941.0,1414,0
21x37,21,37,532.3131313131313,968.2727272727273,1415,0
46x66,46,66,1215.0,1759.0,1416,1
46x67,46,67,1215.0,1786.2727272727273,1417,0
47x66,47,66,1242.3131313131314,1759.0,1418,0
47x67,47,67,1242.3131313131314,1786.2727272727273,1419,0
46x72,46,72,1215.0,1923.0,1420,1
46x73,46,73,1215.0,1950.2727272727273,1421,0
47x72,47,72,1242.3131313131314,1923.0,1422,0
47x73,47,73,1242.3131313131314,1950.2727272727273,1423,0
74x82,74,82,1980.0,2195.0,1424,1
74x83,74,83,1980.0,2222.2727272727275,1425,0
75x82,75,82,2007.3131313131314,2195.0,1426,0
75x83,75,83,2007.3131313131314,2222.2727272727275,1427,0
80x14,80,14,2144.0,341.0,1428,1
80x15,80,15,2144.0,368.27272727272725,1429,0
81x14,81,14,2171.313131313131,341.0,1430,0
81x15,81,15,2171.313131313131,368.27272727272725,1431,0
44x52,44,52,1161.0,1377.0,1432,1
44x53,44,53,1161.0,1404.2727272727273,1433,0
45x52,45,52,1188.3131313131314,1377.0,1434,0
45x53,45,53,1188.3131313131314,1404.2727272727273,1435,0
84x56,84,56,2253.0,1486.0,1436,1
84x57,84,57,2253.0,1513.2727272727273,1437,0
85x56,85,56,2280.313131313131,1486.0,1438,0
85x57,85,57,2280.313131313131,1513.2727272727273,1439,0
6x60,6,60,123.0,1595.0,1440,1
6x61,6,61,123.0,1622.2727272727273,1441,0
7x60,7,60,150.31313131313132,1595.0,1442,0
7x61,7,61,150.31313131313132,1622.2727272727273,1443,0
56x14,56,14,1489.0,341.0,1444,1
56x15,56,15,1489.0,368.27272727272725,1445,0
57x14,57,14,1516.3131313131314,341.0,1446,0
57x15,57,15,1516.3131313131314,368.27272727272725,1447,0
96x8,96,8,2581.0,177.0,1448,1
96x9,96,9,2581.0,204.27272727272728,1449,0
97x8,97,8,2608.313131313131,177.0,1450,0
97x9,97,9,2608.313131313131,204.27272727272728,1451,0
8x42,8,42,178.0,1105.0,1452,1
8x43,8,43,178.0,1132.2727272727273,1453,0
9x42,9,42,205.31313131313132,1105.0,1454,0
9x43,9,43,205.31313131313132,1132.2727272727273,1455,0
26x88,26,88,669.0,2359.0,1456,1
26x89,26,89,669.0,2386.2727272727275,1457,0
27x88,27,88,696.3131313131313,2359.0,1458,0
27x89,27,89,696.3131313131313,2386.2727272727275,1459,0
66x36,66,36,1762.0,941.0,1460,1
66x37,66,37,1762.0,968.2727272727273,1461,0
67x36,67,36,1789.3131313131314,941.0,1462,0
67x37,67,37,1789.3131313131314,968.2727272727273,1463,0
86x40,86,40,2308.0,1050.0,1464,1
86x41,86,41,2308.0,1077.2727272727273,1465,0
87x40,87,40,2335.313131313131,1050.0,1466,0
87x41,87,41,2335.313131313131,1077.2727272727273,1467,0
28x62,28,62,724.0,1650.0,1468,1
28x63,28,63,724.0,1677.2727272727273,1469,0
29x62,29,62,751.3131313131313,1650.0,1470,0
29x63,29,63,751.3131313131313,1677.2727272727273,1471,0
46x62,46,62,1215.0,1650.0,1472,1
46x63,46,63,1215.0,1677.2727272727273,1473,0
47x62,47,62,1242.3131313131314,1650.0,1474,0
47x63,47,63,1242.3131313131314,1677.2727272727273,1475,0
38x94,38,94,997.0,2523.0,1476,1
38x95,38,95,997.0,2550.2727272727275,1477,0
39x94,39,94,1024.3131313131314,2523.0,1478,0
39x95,39,95,1024.3131313131314,2550.2727272727275,1479,0
78x10,78,10,2089.0,232.0,1480,1
78x11,78,11,2089.0,259.27272727272725,1481,0
79x10,79,10,2116.313131313131,232.0,1482,0
79x11,79,11,2116.313131313131,259.27272727272725,1483,0
54x14,54,14,1434.0,341.0,1484,1
54x15,54,15,1434.0,368.27272727272725,1485,0
55x14,55,14,1461.3131313131314,341.0,1486,0
55x15,55,15,1461.3131313131314,368.27272727272725,1487,0
12x46,12,46,287.0,1214.0,1488,1
12x47,12,47,287.0,1241.2727272727273,1489,0
13x46,13,46,314.3131313131313,1214.0,1490,0
13x47,13,47,314.3131313131313,1241.2727272727273,1491,0
84x46,84,46,2253.0,1214.0,1492,1
84x47,84,47,2253.0,1241.2727272727273,1493,0
85x46,85,46,2280.313131313131,1214.0,1494,0
85x47,85,47,2280.313131313131,1241.2727272727273,1495,0
82x36,82,36,2199.0,941.0,1496,1
82x37,82,37,2199.0,968.2727272727273,1497,0
83x36,83,36,2226.313131313131,941.0,1498,0
83x37,83,37,2226.313131313131,968.2727272727273,1499,0
82x54,82,54,2199.0,1432.0,1500,1
82x55,82,55,2199.0,1459.2727272727273,1501,0
83x54,83,54,2226.313131313131,1432.0,1502,0
83x55,83,55,2226.313131313131,1459.2727272727273,1503,0
64x20,64,20,1707.0,505.0,1504,1
64x21,64,21,1707.0,532.2727272727273,1505,0
65x20,65,20,1734.3131313131314,505.0,1506,0
65x21,65,21,1734.3131313131314,532.2727272727273,1507,0
68x38,68,38,1816.0,995.0,1508,1
68x39,68,39,1816.0,1022.2727272727273,1509,0
69x38,69,38,1843.3131313131314,995.0,1510,0
69x39,69,39,1843.3131313131314,1022.2727272727273,1511,0
50x14,50,14,1325.0,341.0,1512,1
50x15,50,15,1325.0,368.27272727272725,1513,0
51x14,51,14,1352.3131313131314,341.0,1514,0
51x15,51,15,1352.3131313131314,368.27272727272725,1515,0
48x88,48,88,1270.0,2359.0,1516,1
48x89,48,89,1270.0,2386.2727272727275,1517,0
49x88,49,88,1297.3131313131314,2359.0,1518,0
49x89,49,89,1297.3131313131314,2386.2727272727275,1519,0
46x28,46,28,1215.0,723.0,1520,1
46x29,46,29,1215.0,750.2727272727273,1521,0
47x28,47,28,1242.3131313131314,723.0,1522,0
47x29,47,29,1242.3131313131314,750.2727272727273,1523,0
84x40,84,40,2253.0,1050.0,1524,1
84x41,84,41,2253.0,1077.2727272727273,1525,0
85x40,85,40,2280.313131313131,1050.0,1526,0
85x41,85,41,2280.313131313131,1077.2727272727273,1527,0
70x60,70,60,1871.0,1595.0,1528,1
70x61,70,61,1871.0,1622.2727272727273,1529,0
71x60,71,60,1898.3131313131314,1595.0,1530,0
71x61,71,61,1898.3131313131314,1622.2727272727273,1531,0
82x16,82,16,2199.0,395.0,1532,1
82x17,82,17,2199.0,422.27272727272725,1533,0
83x16,83,16,2226.313131313131,395.0,1534,0
83x17,83,17,2226.313131313131,422.27272727272725,1535,0
44x36,44,36,1161.0,941.0,1536,1
44x37,44,37,1161.0,968.2727272727273,1537,0
45x36,45,36,1188.3131313131314,941.0,1538,0
45x37,45,37,1188.3131313131314,968.2727272727273,1539,0
48x76,48,76,1270.0,2032.0,1540,1
48x77,48,77,1270.0,2059.2727272727275,1541,0
49x76,49,76,1297.3131313131314,2032.0,1542,0
49x77,49,77,1297.3131313131314,2059.2727272727275,1543,0
56x74,56,74,1489.0,1977.0,1544,1
56x75,56,75,1489.0,2004.2727272727273,1545,0
57x74,57,74,1516.3131313131314,1977.0,1546,0
57x75,57,75,1516.3131313131314,2004.2727272727273,1547,0
28x58,28,58,724.0,1541.0,1548,1
28x59,28,59,724.0,1568.2727272727273,1549,0
29x58,29,58,751.3131313131313,1541.0,1550,0
29x59,29,59,751.3131313131313,1568.2727272727273,1551,0
36x76,36,76,942.0,2032.0,1552,1
36x77,36,77,942.0,2059.2727272727275,1553,0
37x76,37,76,969.3131313131313,2032.0,1554,0
37x77,37,77,969.3131313131313,2059.2727272727275,1555,0
66x46,66,46,1762.0,1214.0,1556,1
66x47,66,47,1762.0,1241.2727272727273,1557,0
67x46,67,46,1789.3131313131314,1214.0,1558,0
67x47,67,47,1789.3131313131314,1241.2727272727273,1559,0
20x70,20,70,505.0,1868.0,1560,1
20x71,20,71,505.0,1895.2727272727273,1561,0
21x70,21,70,532.3131313131313,1868.0,1562,0
21x71,21,71,532.3131313131313,1895.2727272727273,1563,0
82x62,82,62,2199.0,1650.0,1564,1
82x63,82,63,2199.0,1677.2727272727273,1565,0
83x62,83,62,2226.313131313131,1650.0,1566,0
83x63,83,63,2226.313131313131,1677.2727272727273,1567,0
12x32,12,32,287.0,832.0,1568,1
12x33,12,33,287.0,859.2727272727273,1569,0
13x32,13,32,314.3131313131313,832.0,1570,0
13x33,13,33,314.3131313131313,859.2727272727273,1571,0
94x22,94,22,2526.0,559.0,1572,1
94x23,94,23,2526.0,586.2727272727273,1573,0
95x22,95,22,2553.313131313131,559.0,1574,0
95x23,95,23,2553.313131313131,586.2727272727273,1575,0
62x50,62,50,1652.0,1323.0,1576,1
62x51,62,51,1652.0,1350.2727272727273,1577,0
63x50,63,50,1679.3131313131314,1323.0,1578,0
63x51,63,51,1679.3131313131314,1350.2727272727273,1579,0
70x78,70,78,1871.0,2086.0,1580,1
70x79,70,79,1871.0,2113.2727272727275,1581,0
71x78,71,78,1898.3131313131314,2086.0,1582,0
71x79,71,79,1898.3131313131314,2113.2727272727275,1583,0
20x54,20,54,505.0,1432.0,1584,1
20x55,20,55,505.0,1459.2727272727273,1585,0
21x54,21,54,532.3131313131313,1432.0,1586,0
21x55,21,55,532.3131313131313,1459.2727272727273,1587,0
54x84,54,84,1434.0,2250.0,1588,1
54x85,54,85,1434.0,2277.2727272727275,1589,0
55x84,55,84,1461.3131313131314,2250.0,1590,0
55x85,55,85,1461.3131313131314,2277.2727272727275,1591,0
34x94,34,94,888.0,2523.0,1592,1
34x95,34,95,888.0,2550.2727272727275,1593,0
35x94,35,94,915.3131313131313,2523.0,1594,0
35x95,35,95,915.3131313131313,2550.2727272727275,1595,0
18x36,18,36,451.0,941.0,1596,1
18x37,18,37,451.0,968.2727272727273,1597,0
19x36,19,36,478.3131313131313,941.0,1598,0
19x37,19,37,478.3131313131313,968.2727272727273,1599,0
86x14,86,14,2308.0,341.0,1600,1
86x15,86,15,2308.0,368.27272727272725,1601,0
87x14,87,14,2335.313131313131,341.0,1602,0
87x15,87,15,2335.313131313131,368.27272727272725,1603,0
88x28,88,28,2363.0,723.0,1604,1
88x29,88,29,2363.0,750.2727272727273,1605,0
89x28,89,28,2390.313131313131,723.0,1606,0
89x29,89,29,2390.313131313131,750.2727272727273,1607,0
