Position,row,col,imagerow,imagecol,index,is_center
48x96,48,96,1270.0,2577.0,108,1
48x97,48,97,1270.0,2604.2727272727275,109,0
49x96,49,96,1297.3131313131314,2577.0,110,0
49x97,49,97,1297.3131313131314,2604.2727272727275,111,0
44x86,44,86,1161.0,2305.0,112,1
44x87,44,87,1161.0,2332.2727272727275,113,0
45x86,45,86,1188.3131313131314,2305.0,114,0
45x87,45,87,1188.3131313131314,2332.2727272727275,115,0
66x88,66,88,1762.0,2359.0,116,1
66x89,66,89,1762.0,2386.2727272727275,117,0
67x88,67,88,1789.3131313131314,2359.0,118,0
67x89,67,89,1789.3131313131314,2386.2727272727275,119,0
26x74,26,74,669.0,1977.0,120,1
26x75,26,75,669.0,2004.2727272727273,121,0
27x74,27,74,696.3131313131313,1977.0,122,0
27x75,27,75,696.3131313131313,2004.2727272727273,123,0
72x80,72,80,1926.0,2141.0,124,1
72x81,72,81,1926.0,2168.2727272727275,125,0
73x80,73,80,1953.3131313131314,2141.0,126,0
73x81,73,81,1953.3131313131314,2168.2727272727275,127,0
68x8,68,8,1816.0,177.0,128,1
68x9,68,9,1816.0,204.27272727272728,129,0
69x8,69,8,1843.3131313131314,177.0,130,0
69x9,69,9,1843.3131313131314,204.27272727272728,131,0
68x40,68,40,1816.0,1050.0,132,1
68x41,68,41,1816.0,1077.2727272727273,133,0
69x40,69,40,1843.3131313131314,1050.0,134,0
69x41,69,41,1843.3131313131314,1077.2727272727273,135,0
66x50,66,50,1762.0,1323.0,136,1
66x51,66,51,1762.0,1350.2727272727273,137,0
67x50,67,50,1789.3131313131314,1323.0,138,0
67x51,67,51,1789.3131313131314,1350.2727272727273,139,0
88x48,88,48,2363.0,1268.0,140,1
88x49,88,49,2363.0,1295.2727272727273,141,0
89x48,89,48,2390.313131313131,1268.0,142,0
89x49,89,49,2390.313131313131,1295.2727272727273,143,0
88x66,88,66,2363.0,1759.0,144,1
88x67,88,67,2363.0,1786.2727272727273,145,0
89x66,89,66,2390.313131313131,1759.0,146,0
89x67,89,67,2390.313131313131,1786.2727272727273,147,0
36x24,36,24,942.0,614.0,148,1
36x25,36,25,942.0,641.2727272727273,149,0
37x24,37,24,969.3131313131313,614.0,150,0
37x25,37,25,969.3131313131313,641.2727272727273,151,0
70x54,70,54,1871.0,1432.0,152,1
70x55,70,55,1871.0,1459.2727272727273,153,0
71x54,71,54,1898.3131313131314,1432.0,154,0
71x55,71,55,1898.3131313131314,1459.2727272727273,155,0
60x20,60,20,1598.0,505.0,156,1
60x21,60,21,1598.0,532.2727272727273,157,0
61x20,61,20,1625.3131313131314,505.0,158,0
61x21,61,21,1625.3131313131314,532.2727272727273,159,0
74x66,74,66,1980.0,1759.0,160,1
74x67,74,67,1980.0,1786.2727272727273,161,0
75x66,75,66,2007.3131313131314,1759.0,162,0
75x67,75,67,2007.3131313131314,1786.2727272727273,163,0
46x14,46,14,1215.0,341.0,164,1
46x15,46,15,1215.0,368.27272727272725,165,0
47x14,47,14,1242.3131313131314,341.0,166,0
47x15,47,15,1242.3131313131314,368.27272727272725,167,0
40x24,40,24,1052.0,614.0,168,1
40x25,40,25,1052.0,641.2727272727273,169,0
41x24,41,24,1079.3131313131314,614.0,170,0
41x25,41,25,1079.3131313131314,641.2727272727273,171,0
36x52,36,52,942.0,1377.0,172,1
36x53,36,53,942.0,1404.2727272727273,173,0
37x52,37,52,969.3131313131313,1377.0,174,0
37x53,37,53,969.3131313131313,1404.2727272727273,175,0
14x82,14,82,341.0,2195.0,176,1
14x83,14,83,341.0,2222.2727272727275,177,0
15x82,15,82,368.3131313131313,2195.0,178,0
15x83,15,83,368.3131313131313,2222.2727272727275,179,0
78x68,78,68,2089.0,1814.0,180,1
78x69,78,69,2089.0,1841.2727272727273,181,0
79x68,79,68,2116.313131313131,1814.0,182,0
79x69,79,69,2116.313131313131,1841.2727272727273,183,0
42x16,42,16,1106.0,395.0,184,1
42x17,42,17,1106.0,422.27272727272725,185,0
43x16,43,16,1133.3131313131314,395.0,186,0
43x17,43,17,1133.3131313131314,422.27272727272725,187,0
18x56,18,56,451.0,1486.0,188,1
18x57,18,57,451.0,1513.2727272727273,189,0
19x56,19,56,478.3131313131313,1486.0,190,0
19x57,19,57,478.3131313131313,1513.2727272727273,191,0
72x58,72,58,1926.0,1541.0,192,1
72x59,72,59,1926.0,1568.2727272727273,193,0
73x58,73,58,1953.3131313131314,1541.0,194,0
73x59,73,59,1953.3131313131314,1568.2727272727273,195,0
10x82,10,82,232.0,2195.0,196,1
10x83,10,83,232.0,2222.2727272727275,197,0
11x82,11,82,259.3131313131313,2195.0,198,0
11x83,11,83,259.3131313131313,2222.2727272727275,199,0
82x28,82,28,2199.0,723.0,200,1
82x29,82,29,2199.0,750.2727272727273,201,0
83x28,83,28,2226.313131313131,723.0,202,0
83x29,83,29,2226.313131313131,750.2727272727273,203,0
56x48,56,48,1489.0,1268.0,204,1
56x49,56,49,1489.0,1295.2727272727273,205,0
57x48,57,48,1516.3131313131314,1268.0,206,0
57x49,57,49,1516.3131313131314,1295.2727272727273,207,0
28x66,28,66,724.0,1759.0,208,1
28x67,28,67,724.0,1786.2727272727273,209,0
29x66,29,66,751.3131313131313,1759.0,210,0
29x67,29,67,751.3131313131313,1786.2727272727273,211,0
24x94,24,94,615.0,2523.0,212,1
24x95,24,95,615.0,2550.2727272727275,213,0
25x94,25,94,642.3131313131313,2523.0,214,0
25x95,25,95,642.3131313131313,2550.2727272727275,215,0
84x24,84,24,2253.0,614.0,216,1
84x25,84,25,2253.0,641.2727272727273,217,0
85x24,85,24,2280.313131313131,614.0,218,0
85x25,85,25,2280.313131313131,641.2727272727273,219,0
88x42,88,42,2363.0,1105.0,220,1
88x43,88,43,2363.0,1132.2727272727273,221,0
89x42,89,42,2390.313131313131,1105.0,222,0
89x43,89,43,2390.313131313131,1132.2727272727273,223,0
74x20,74,20,1980.0,505.0,224,1
74x21,74,21,1980.0,532.2727272727273,225,0
75x20,75,20,2007.3131313131314,505.0,226,0
75x21,75,21,2007.3131313131314,532.2727272727273,227,0
48x94,48,94,1270.0,2523.0,228,1
48x95,48,95,1270.0,2550.2727272727275,229,0
49x94,49,94,1297.3131313131314,2523.0,230,0
49x95,49,95,1297.3131313131314,2550.2727272727275,231,0
82x44,82,44,2199.0,1159.0,232,1
82x45,82,45,2199.0,1186.2727272727273,233,0
83x44,83,44,2226.313131313131,1159.0,234,0
83x45,83,45,2226.313131313131,1186.2727272727273,235,0
12x38,12,38,287.0,995.0,236,1
12x39,12,39,287.0,1022.2727272727273,237,0
13x38,13,38,314.3131313131313,995.0,238,0
13x39,13,39,314.3131313131313,1022.2727272727273,239,0
62x86,62,86,1652.0,2305.0,240,1
62x87,62,87,1652.0,2332.2727272727275,241,0
63x86,63,86,1679.3131313131314,2305.0,242,0
63x87,63,87,1679.3131313131314,2332.2727272727275,243,0
98x18,98,18,2636.0,450.0,244,1
98x19,98,19,2636.0,477.27272727272725,245,0
99x18,99,18,2663.313131313131,450.0,246,0
99x19,99,19,2663.313131313131,477.27272727272725,247,0
96x4,96,4,2581.0,68.0,248,1
96x5,96,5,2581.0,95.27272727272728,249,0
97x4,97,4,2608.313131313131,68.0,250,0
97x5,97,5,2608.313131313131,95.27272727272728,251,0
18x70,18,70,451.0,1868.0,252,1
18x71,18,71,451.0,1895.2727272727273,253,0
19x70,19,70,478.3131313131313,1868.0,254,0
19x71,19,71,478.3131313131313,1895.2727272727273,255,0
60x48,60,48,1598.0,1268.0,256,1
60x49,60,49,1598.0,1295.2727272727273,257,0
61x48,61,48,1625.3131313131314,1268.0,258,0
61x49,61,49,1625.3131313131314,1295.2727272727273,259,0
76x60,76,60,2035.0,1595.0,260,1
76x61,76,61,2035.0,1622.2727272727273,261,0
77x60,77,60,2062.313131313131,1595.0,262,0
77x61,77,61,2062.313131313131,1622.2727272727273,263,0
80x62,80,62,2144.0,1650.0,264,1
80x63,80,63,2144.0,1677.2727272727273,265,0
81x62,81,62,2171.313131313131,1650.0,266,0
81x63,81,63,2171.313131313131,1677.2727272727273,267,0
38x34,38,34,997.0,886.0,268,1
38x35,38,35,997.0,913.2727272727273,269,0
39x34,39,34,1024.3131313131314,886.0,270,0
39x35,39,35,1024.3131313131314,913.2727272727273,271,0
6x48,6,48,123.0,1268.0,272,1
6x49,6,49,123.0,1295.2727272727273,273,0
7x48,7,48,150.31313131313132,1268.0,274,0
7x49,7,49,150.31313131313132,1295.2727272727273,275,0
64x86,64,86,1707.0,2305.0,276,1
64x87,64,87,1707.0,2332.2727272727275,277,0
65x86,65,86,1734.3131313131314,2305.0,278,0
65x87,65,87,1734.3131313131314,2332.2727272727275,279,0
34x80,34,80,888.0,2141.0,280,1
34x81,34,81,888.0,2168.2727272727275,281,0
35x80,35,80,915.3131313131313,2141.0,282,0
35x81,35,81,915.3131313131313,2168.2727272727275,283,0
38x36,38,36,997.0,941.0,284,1
38x37,38,37,997.0,968.2727272727273,285,0
39x36,39,36,1024.3131313131314,941.0,286,0
39x37,39,37,1024.3131313131314,968.2727272727273,287,0
86x12,86,12,2308.0,286.0,288,1
86x13,86,13,2308.0,313.27272727272725,289,0
87x12,87,12,2335.313131313131,286.0,290,0
87x13,87,13,2335.313131313131,313.27272727272725,291,0
30x54,30,54,778.0,1432.0,292,1
30x55,30,55,778.0,1459.2727272727273,293,0
31x54,31,54,805.3131313131313,1432.0,294,0
31x55,31,55,805.3131313131313,1459.2727272727273,295,0
30x66,30,66,778.0,1759.0,296,1
30x67,30,67,778.0,1786.2727272727273,297,0
31x66,31,66,805.3131313131313,1759.0,298,0
31x67,31,67,805.3131313131313,1786.2727272727273,299,0
80x66,80,66,2144.0,1759.0,300,1
80x67,80,67,2144.0,1786.2727272727273,301,0
81x66,81,66,2171.313131313131,1759.0,302,0
81x67,81,67,2171.313131313131,1786.2727272727273,303,0
52x58,52,58,1379.0,1541.0,304,1
52x59,52,59,1379.0,1568.2727272727273,305,0
53x58,53,58,1406.3131313131314,1541.0,306,0
53x59,53,59,1406.3131313131314,1568.2727272727273,307,0
90x14,90,14,2417.0,341.0,308,1
90x15,90,15,2417.0,368.27272727272725,309,0
91x14,91,14,2444.313131313131,341.0,310,0
91x15,91,15,2444.313131313131,368.27272727272725,311,0
86x46,86,46,2308.0,1214.0,312,1
86x47,86,47,2308.0,1241.2727272727273,313,0
87x46,87,46,2335.313131313131,1214.0,314,0
87x47,87,47,2335.313131313131,1241.2727272727273,315,0
54x42,54,42,1434.0,1105.0,316,1
54x43,54,43,1434.0,1132.2727272727273,317,0
55x42,55,42,1461.3131313131314,1105.0,318,0
55x43,55,43,1461.3131313131314,1132.2727272727273,319,0
52x38,52,38,1379.0,995.0,320,1
52x39,52,39,1379.0,1022.2727272727273,321,0
53x38,53,38,1406.3131313131314,995.0,322,0
53x39,53,39,1406.3131313131314,1022.2727272727273,323,0
10x52,10,52,232.0,1377.0,324,1
10x53,10,53,232.0,1404.2727272727273,325,0
11x52,11,52,259.3131313131313,1377.0,326,0
11x53,11,53,259.3131313131313,1404.2727272727273,327,0
86x24,86,24,2308.0,614.0,328,1
86x25,86,25,2308.0,641.2727272727273,329,0
87x24,87,24,2335.313131313131,614.0,330,0
87x25,87,25,2335.313131313131,641.2727272727273,331,0
30x72,30,72,778.0,1923.0,332,1
30x73,30,73,778.0,1950.2727272727273,333,0
31x72,31,72,805.3131313131313,1923.0,334,0
31x73,31,73,805.3131313131313,1950.2727272727273,335,0
60x98,60,98,1598.0,2632.0,336,1
60x99,60,99,1598.0,2659.2727272727275,337,0
61x98,61,98,1625.3131313131314,2632.0,338,0
61x99,61,99,1625.3131313131314,2659.2727272727275,339,0
20x98,20,98,505.0,2632.0,340,1
20x99,20,99,505.0,2659.2727272727275,341,0
21x98,21,98,532.3131313131313,2632.0,342,0
21x99,21,99,532.3131313131313,2659.2727272727275,343,0
90x64,90,64,2417.0,1705.0,344,1
90x65,90,65,2417.0,1732.2727272727273,345,0
91x64,91,64,2444.313131313131,1705.0,346,0
91x65,91,65,2444.313131313131,1732.2727272727273,347,0
42x78,42,78,1106.0,2086.0,348,1
42x79,42,79,1106.0,2113.2727272727275,349,0
43x78,43,78,1133.3131313131314,2086.0,350,0
43x79,43,79,1133.3131313131314,2113.2727272727275,351,0
76x84,76,84,2035.0,2250.0,352,1
76x85,76,85,2035.0,2277.2727272727275,353,0
77x84,77,84,2062.313131313131,2250.0,354,0
77x85,77,85,2062.313131313131,2277.2727272727275,355,0
40x56,40,56,1052.0,1486.0,356,1
40x57,40,57,1052.0,1513.2727272727273,357,0
41x56,41,56,1079.3131313131314,1486.0,358,0
41x57,41,57,1079.3131313131314,1513.2727272727273,359,0
20x80,20,80,505.0,2141.0,360,1
20x81,20,81,505.0,2168.2727272727275,361,0
21x80,21,80,532.3131313131313,2141.0,362,0
21x81,21,81,532.3131313131313,2168.2727272727275,363,0
82x42,82,42,2199.0,1105.0,364,1
82x43,82,43,2199.0,1132.2727272727273,365,0
83x42,83,42,2226.313131313131,1105.0,366,0
83x43,83,43,2226.313131313131,1132.2727272727273,367,0
20x88,20,88,505.0,2359.0,368,1
20x89,20,89,505.0,2386.2727272727275,369,0
21x88,21,88,532.3131313131313,2359.0,370,0
21x89,21,89,532.3131313131313,2386.2727272727275,371,0
70x20,70,20,1871.0,505.0,372,1
70x21,70,21,1871.0,532.2727272727273,373,0
71x20,71,20,1898.3131313131314,505.0,374,0
71x21,71,21,1898.3131313131314,532.2727272727273,375,0
66x78,66,78,1762.0,2086.0,376,1
66x79,66,79,1762.0,2113.2727272727275,377,0
67x78,67,78,1789.3131313131314,2086.0,378,0
67x79,67,79,1789.3131313131314,2113.2727272727275,379,0
36x34,36,34,942.0,886.0,380,1
36x35,36,35,942.0,913.2727272727273,381,0
37x34,37,34,969.3131313131313,886.0,382,0
37x35,37,35,969.3131313131313,913.2727272727273,383,0
34x60,34,60,888.0,1595.0,384,1
34x61,34,61,888.0,1622.2727272727273,385,0
35x60,35,60,915.3131313131313,1595.0,386,0
35x61,35,61,915.3131313131313,1622.2727272727273,387,0
84x70,84,70,2253.0,1868.0,388,1
84x71,84,71,2253.0,1895.2727272727273,389,0
85x70,85,70,2280.313131313131,1868.0,390,0
85x71,85,71,2280.313131313131,1895.2727272727273,391,0
34x58,34,58,888.0,1541.0,392,1
34x59,34,59,888.0,1568.2727272727273,393,0
35x58,35,58,915.3131313131313,1541.0,394,0
35x59,35,59,915.3131313131313,1568.2727272727273,395,0
90x86,90,86,2417.0,2305.0,396,1
90x87,90,87,2417.0,2332.2727272727275,397,0
91x86,91,86,2444.313131313131,2305.0,398,0
91x87,91,87,2444.313131313131,2332.2727272727275,399,0
88x26,88,26,2363.0,668.0,400,1
88x27,88,27,2363.0,695.2727272727273,401,0
89x26,89,26,2390.313131313131,668.0,402,0
89x27,89,27,2390.313131313131,695.2727272727273,403,0
62x38,62,38,1652.0,995.0,404,1
62x39,62,39,1652.0,1022.2727272727273,405,0
63x38,63,38,1679.3131313131314,995.0,406,0
63x39,63,39,1679.3131313131314,1022.2727272727273,407,0
28x92,28,92,724.0,2468.0,408,1
28x93,28,93,724.0,2495.2727272727275,409,0
29x92,29,92,751.3131313131313,2468.0,410,0
29x93,29,93,751.3131313131313,2495.2727272727275,411,0
18x60,18,60,451.0,1595.0,412,1
18x61,18,61,451.0,1622.2727272727273,413,0
19x60,19,60,478.3131313131313,1595.0,414,0
19x61,19,61,478.3131313131313,1622.2727272727273,415,0
48x16,48,16,1270.0,395.0,416,1
48x17,48,17,1270.0,422.27272727272725,417,0
49x16,49,16,1297.3131313131314,395.0,418,0
49x17,49,17,1297.3131313131314,422.27272727272725,419,0
92x10,92,10,2472.0,232.0,420,1
92x11,92,11,2472.0,259.27272727272725,421,0
93x10,93,10,2499.313131313131,232.0,422,0
93x11,93,11,2499.313131313131,259.27272727272725,423,0
82x26,82,26,2199.0,668.0,424,1
82x27,82,27,2199.0,695.2727272727273,425,0
83x26,83,26,2226.313131313131,668.0,426,0
83x27,83,27,2226.313131313131,695.2727272727273,427,0
58x66,58,66,1543.0,1759.0,428,1
58x67,58,67,1543.0,1786.2727272727273,429,0
59x66,59,66,1570.3131313131314,1759.0,430,0
59x67,59,67,1570.3131313131314,1786.2727272727273,431,0
50x32,50,32,1325.0,832.0,432,1
50x33,50,33,1325.0,859.2727272727273,433,0
51x32,51,32,1352.3131313131314,832.0,434,0
51x33,51,33,1352.3131313131314,859.2727272727273,435,0
56x82,56,82,1489.0,2195.0,436,1
56x83,56,83,1489.0,2222.2727272727275,437,0
57x82,57,82,1516.3131313131314,2195.0,438,0
57x83,57,83,1516.3131313131314,2222.2727272727275,439,0
42x36,42,36,1106.0,941.0,440,1
42x37,42,37,1106.0,968.2727272727273,441,0
43x36,43,36,1133.3131313131314,941.0,442,0
43x37,43,37,1133.3131313131314,968.2727272727273,443,0
6x68,6,68,123.0,1814.0,444,1
6x69,6,69,123.0,1841.2727272727273,445,0
7x68,7,68,150.31313131313132,1814.0,446,0
7x69,7,69,150.31313131313132,1841.2727272727273,447,0
94x16,94,16,2526.0,395.0,448,1
94x17,94,17,2526.0,422.27272727272725,449,0
95x16,95,16,2553.313131313131,395.0,450,0
95x17,95,17,2553.313131313131,422.27272727272725,451,0
70x56,70,56,1871.0,1486.0,452,1
70x57,70,57,1871.0,1513.2727272727273,453,0
71x56,71,56,1898.3131313131314,1486.0,454,0
71x57,71,57,1898.3131313131314,1513.2727272727273,455,0
40x30,40,30,1052.0,777.0,456,1
40x31,40,31,1052.0,804.2727272727273,457,0
41x30,41,30,1079.3131313131314,777.0,458,0
41x31,41,31,1079.3131313131314,804.2727272727273,459,0
38x84,38,84,997.0,2250.0,460,1
38x85,38,85,997.0,2277.2727272727275,461,0
39x84,39,84,1024.3131313131314,2250.0,462,0
39x85,39,85,1024.3131313131314,2277.2727272727275,463,0
80x82,80,82,2144.0,2195.0,464,1
80x83,80,83,2144.0,2222.2727272727275,465,0
81x82,81,82,2171.313131313131,2195.0,466,0
81x83,81,83,2171.313131313131,2222.2727272727275,467,0
54x56,54,56,1434.0,1486.0,468,1
54x57,54,57,1434.0,1513.2727272727273,469,0
55x56,55,56,1461.3131313131314,1486.0,470,0
55x57,55,57,1461.3131313131314,1513.2727272727273,471,0
58x44,58,44,1543.0,1159.0,472,1
58x45,58,45,1543.0,1186.2727272727273,473,0
59x44,59,44,1570.3131313131314,1159.0,474,0
59x45,59,45,1570.3131313131314,1186.2727272727273,475,0
76x20,76,20,2035.0,505.0,476,1
76x21,76,21,2035.0,532.2727272727273,477,0
77x20,77,20,2062.313131313131,505.0,478,0
77x21,77,21,2062.313131313131,532.2727272727273,479,0
8x40,8,40,178.0,1050.0,480,1
8x41,8,41,178.0,1077.2727272727273,481,0
9x40,9,40,205.31313131313132,1050.0,482,0
9x41,9,41,205.31313131313132,1077.2727272727273,483,0
70x30,70,30,1871.0,777.0,484,1
70x31,70,31,1871.0,804.2727272727273,485,0
71x30,71,30,1898.3131313131314,777.0,486,0
71x31,71,31,1898.3131313131314,804.2727272727273,487,0
42x70,42,70,1106.0,1868.0,488,1
42x71,42,71,1106.0,1895.2727272727273,489,0
43x70,43,70,1133.3131313131314,1868.0,490,0
43x71,43,71,1133.3131313131314,1895.2727272727273,491,0
66x96,66,96,1762.0,2577.0,492,1
66x97,66,97,1762.0,2604.2727272727275,493,0
67x96,67,96,1789.3131313131314,2577.0,494,0
67x97,67,97,1789.3131313131314,2604.2727272727275,495,0
6x80,6,80,123.0,2141.0,496,1
6x81,6,81,123.0,2168.2727272727275,497,0
7x80,7,80,150.31313131313132,2141.0,498,0
7x81,7,81,150.31313131313132,2168.2727272727275,499,0
70x88,70,88,1871.0,2359.0,500,1
70x89,70,89,1871.0,2386.2727272727275,501,0
71x88,71,88,1898.3131313131314,2359.0,502,0
71x89,71,89,1898.3131313131314,2386.2727272727275,503,0
80x16,80,16,2144.0,395.0,504,1
80x17,80,17,2144.0,422.27272727272725,505,0
81x16,81,16,2171.313131313131,395.0,506,0
81x17,81,17,2171.313131313131,422.27272727272725,507,0
14x62,14,62,341.0,1650.0,508,1
14x63,14,63,341.0,1677.2727272727273,509,0
15x62,15,62,368.3131313131313,1650.0,510,0
15x63,15,63,368.3131313131313,1677.2727272727273,511,0
46x46,46,46,1215.0,1214.0,512,1
46x47,46,47,1215.0,1241.2727272727273,513,0
47x46,47,46,1242.3131313131314,1214.0,514,0
47x47,47,47,1242.3131313131314,1241.2727272727273,515,0
64x70,64,70,1707.0,1868.0,516,1
64x71,64,71,1707.0,1895.2727272727273,517,0
65x70,65,70,1734.3131313131314,1868.0,518,0
65x71,65,71,1734.3131313131314,1895.2727272727273,519,0
32x28,32,28,833.0,723.0,520,1
32x29,32,29,833.0,750.2727272727273,521,0
33x28,33,28,860.3131313131313,723.0,522,0
33x29,33,29,860.3131313131313,750.2727272727273,523,0
86x10,86,10,2308.0,232.0,524,1
86x11,86,11,2308.0,259.27272727272725,525,0
87x10,87,10,2335.313131313131,232.0,526,0
87x11,87,11,2335.313131313131,259.27272727272725,527,0
70x80,70,80,1871.0,2141.0,528,1
70x81,70,81,1871.0,2168.2727272727275,529,0
71x80,71,80,1898.3131313131314,2141.0,530,0
71x81,71,81,1898.3131313131314,2168.2727272727275,531,0
90x12,90,12,2417.0,286.0,532,1
90x13,90,13,2417.0,313.27272727272725,533,0
91x12,91,12,2444.313131313131,286.0,534,0
91x13,91,13,2444.313131313131,313.27272727272725,535,0
68x76,68,76,1816.0,2032.0,536,1
68x77,68,77,1816.0,2059.2727272727275,537,0
69x76,69,76,1843.3131313131314,2032.0,538,0
69x77,69,77,1843.3131313131314,2059.2727272727275,539,0
40x68,40,68,1052.0,1814.0,540,1
40x69,40,69,1052.0,1841.2727272727273,541,0
41x68,41,68,1079.3131313131314,1814.0,542,0
41x69,41,69,1079.3131313131314,1841.2727272727273,543,0
34x18,34,18,888.0,450.0,544,1
34x19,34,19,888.0,477.27272727272725,545,0
35x18,35,18,915.3131313131313,450.0,546,0
35x19,35,19,915.3131313131313,477.27272727272725,547,0
42x94,42,94,1106.0,2523.0,548,1
42x95,42,95,1106.0,2550.2727272727275,549,0
43x94,43,94,1133.3131313131314,2523.0,550,0
