index,barcode,row,col,imagerow,imagecol,is_center
797,29x12,29,12,1543,614,0
798,16x30,16,30,833,1595,0
799,42x33,42,33,2253,1759,1
800,21x45,21,45,1106,2414,0
801,42x36,42,36,2253,1923,0
802,7x16,7,16,341,832,0
803,4x35,4,35,178,1868,0
804,10x30,10,30,505,1595,0
805,29x26,29,26,1543,1377,0
806,13x42,13,42,669,2250,0
807,49x12,49,12,2636,614,0
808,30x47,30,47,1598,2523,1
809,10x28,10,28,505,1486,0
810,36x7,36,7,1926,341,1
811,29x47,29,47,1543,2523,0
812,38x38,38,38,2035,2032,0
813,32x36,32,36,1707,1923,0
814,42x2,42,2,2253,68,0
815,16x27,16,27,833,1432,1
816,44x32,44,32,2363,1705,0
817,13x46,13,46,669,2468,0
818,41x43,41,43,2199,2305,0
819,18x14,18,14,942,723,0
820,16x18,16,18,833,941,0
821,8x38,8,38,396,2032,0
822,7x26,7,26,341,1377,0
823,39x17,39,17,2089,886,0
824,45x41,45,41,2417,2195,0
825,21x32,21,32,1106,1705,0
826,17x38,17,38,888,2032,0
827,48x39,48,39,2581,2086,0
828,36x11,36,11,1926,559,1
829,45x40,45,40,2417,2141,0
830,23x27,23,27,1215,1432,0
831,36x8,36,8,1926,395,0
832,27x22,27,22,1434,1159,0
833,8x41,8,41,396,2195,1
834,39x31,39,31,2089,1650,0
835,39x25,39,25,2089,1323,0
836,18x9,18,9,942,450,1
837,16x26,16,26,833,1377,0
838,32x18,32,18,1707,941,0
839,29x32,29,32,1543,1705,0
840,40x30,40,30,2144,1595,0
841,26x36,26,36,1379,1923,0
842,21x40,21,40,1106,2141,0
843,35x36,35,36,1871,1923,0
844,4x24,4,24,178,1268,0
845,27x8,27,8,1434,395,0
846,14x40,14,40,724,2141,0
847,45x4,45,4,2417,177,0
848,47x9,47,9,2526,450,0
849,37x3,37,3,1980,123,0
850,21x14,21,14,1106,723,0
851,17x15,17,15,888,777,0
852,23x43,23,43,1215,2305,0
853,44x18,44,18,2363,941,0
854,12x44,12,44,615,2359,0
855,38x21,38,21,2035,1105,1
856,17x26,17,26,888,1377,0
857,28x16,28,16,1489,832,0
858,5x19,5,19,232,995,0
859,36x3,36,3,1926,123,1
860,29x29,29,29,1543,1541,0
861,30x43,30,43,1598,2305,1
862,30x20,30,20,1598,1050,0
863,34x24,34,24,1816,1268,0
864,29x18,29,18,1543,941,0
865,32x20,32,20,1707,1050,0
866,8x39,8,39,396,2086,1
867,19x38,19,38,997,2032,0
868,29x34,29,34,1543,1814,0
869,12x18,12,18,615,941,0
870,29x43,29,43,1543,2305,0
871,3x33,3,33,123,1759,0
872,29x39,29,39,1543,2086,0
873,40x34,40,34,2144,1814,0
874,21x46,21,46,1106,2468,0
875,29x36,29,36,1543,1923,0
876,39x7,39,7,2089,341,0
877,36x20,36,20,1926,1050,0
878,44x36,44,36,2363,1923,0
879,37x30,37,30,1980,1595,0
880,39x30,39,30,2089,1595,0
881,15x32,15,32,778,1705,0
882,33x42,33,42,1762,2250,0
883,15x31,15,31,778,1650,0
884,29x15,29,15,1543,777,0
885,42x11,42,11,2253,559,1
886,2x40,2,40,68,2141,0
887,27x39,27,39,1434,2086,0
888,36x43,36,43,1926,2305,0
889,7x27,7,27,341,1432,0
890,30x40,30,40,1598,2141,0
891,12x31,12,31,615,1650,1
892,34x48,34,48,1816,2577,0
893,28x44,28,44,1489,2359,0
894,28x17,28,17,1489,886,1
895,44x3,44,3,2363,123,1
896,23x32,23,32,1215,1705,0
897,13x39,13,39,669,2086,0
898,10x31,10,31,505,1650,0
899,41x36,41,36,2199,1923,0
900,10x42,10,42,505,2250,0
901,18x48,18,48,942,2577,0
902,11x41,11,41,560,2195,0
903,2x29,2,29,68,1541,0
904,4x22,4,22,178,1159,0
905,8x49,8,49,396,2632,0
906,16x16,16,16,833,832,0
907,20x45,20,45,1052,2414,1
908,46x17,46,17,2472,886,0
909,8x27,8,27,396,1432,1
910,19x25,19,25,997,1323,0
911,35x6,35,6,1871,286,0
912,34x7,34,7,1816,341,1
913,18x46,18,46,942,2468,0
914,13x29,13,29,669,1541,0
915,29x42,29,42,1543,2250,0
916,19x36,19,36,997,1923,0
917,23x45,23,45,1215,2414,0
918,14x12,14,12,724,614,0
919,36x9,36,9,1926,450,1
920,8x35,8,35,396,1868,1
921,16x46,16,46,833,2468,0
922,7x36,7,36,341,1923,0
923,8x18,8,18,396,941,0
924,31x44,31,44,1652,2359,0
925,19x37,19,37,997,1977,0
926,17x41,17,41,888,2195,0
927,42x40,42,40,2253,2141,0
928,8x48,8,48,396,2577,0
929,38x41,38,41,2035,2195,1
930,32x41,32,41,1707,2195,1
931,2x37,2,37,68,1977,1
932,16x29,16,29,833,1541,1
933,30x6,30,6,1598,286,0
934,30x9,30,9,1598,450,1
935,36x35,36,35,1926,1868,1
936,22x35,22,35,1161,1868,1
937,23x22,23,22,1215,1159,0
938,34x30,34,30,1816,1595,0
939,38x26,38,26,2035,1377,0
940,12x36,12,36,615,1923,0
941,17x35,17,35,888,1868,0
942,25x12,25,12,1325,614,0
943,17x43,17,43,888,2305,0
944,38x19,38,19,2035,995,1
945,16x17,16,17,833,886,1
946,40x24,40,24,2144,1268,0
947,38x40,38,40,2035,2141,0
948,42x17,42,17,2253,886,1
949,42x10,42,10,2253,505,0
950,40x25,40,25,2144,1323,1
951,32x46,32,46,1707,2468,0
952,47x46,47,46,2526,2468,0
953,15x41,15,41,778,2195,0
954,38x28,38,28,2035,1486,0
955,2x18,2,18,68,941,0
956,3x17,3,17,123,886,0
957,28x40,28,40,1489,2141,0
958,10x14,10,14,505,723,0
959,42x24,42,24,2253,1268,0
960,28x13,28,13,1489,668,1
961,47x2,47,2,2526,68,0
962,25x28,25,28,1325,1486,0
963,38x34,38,34,2035,1814,0
964,12x28,12,28,615,1486,0
965,8x28,8,28,396,1486,0
966,10x47,10,47,505,2523,1
967,14x48,14,48,724,2577,0
968,33x26,33,26,1762,1377,0
969,25x23,25,23,1325,1214,0
970,25x34,25,34,1325,1814,0
971,20x29,20,29,1052,1541,1
972,49x7,49,7,2636,341,0
973,31x29,31,29,1652,1541,0
974,24x42,24,42,1270,2250,0
975,30x35,30,35,1598,1868,1
976,20x13,20,13,1052,668,1
977,47x41,47,41,2526,2195,0
978,4x42,4,42,178,2250,0
979,11x39,11,39,560,2086,0
980,49x2,49,2,2636,68,0
981,10x17,10,17,505,886,1
982,42x38,42,38,2253,2032,0
983,42x26,42,26,2253,1377,0
984,32x12,32,12,1707,614,0
985,30x27,30,27,1598,1432,1
986,43x40,43,40,2308,2141,0
987,42x16,42,16,2253,832,0
988,29x31,29,31,1543,1650,0
989,36x22,36,22,1926,1159,0
990,36x14,36,14,1926,723,0
991,34x21,34,21,1816,1105,0
992,10x16,10,16,505,832,0
993,26x16,26,16,1379,832,0
994,21x37,21,37,1106,1977,0
995,3x39,3,39,123,2086,0
996,2x26,2,26,68,1377,0
997,23x46,23,46,1215,2468,0
998,15x30,15,30,778,1595,0
999,34x29,34,29,1816,1541,1
1000,16x11,16,11,833,559,1
1001,13x28,13,28,669,1486,0
1002,9x20,9,20,451,1050,0
1003,22x33,22,33,1161,1759,1
1004,38x22,38,22,2035,1159,0
1005,17x10,17,10,888,505,0
1006,44x34,44,34,2363,1814,0
1007,35x38,35,38,1871,2032,0
1008,34x34,34,34,1816,1814,0
1009,30x26,30,26,1598,1377,0
1010,33x29,33,29,1762,1541,0
1011,20x18,20,18,1052,941,0
1012,3x41,3,41,123,2195,0
1013,8x45,8,45,396,2414,1
1014,34x41,34,41,1816,2195,1
1015,45x34,45,34,2417,1814,0
1016,41x23,41,23,2199,1214,0
1017,30x44,30,44,1598,2359,0
1018,31x5,31,5,1652,232,0
1019,5x28,5,28,232,1486,0
1020,35x14,35,14,1871,723,0
1021,36x21,36,21,1926,1105,1
1022,30x18,30,18,1598,941,0
1023,16x12,16,12,833,614,0
1024,35x8,35,8,1871,395,0
1025,37x37,37,37,1980,1977,0
1026,24x29,24,29,1270,1541,1
1027,47x49,47,49,2526,2632,0
1028,25x15,25,15,1325,777,0
1029,13x30,13,30,669,1595,0
1030,3x19,3,19,123,995,0
1031,18x49,18,49,942,2632,0
1032,37x4,37,4,1980,177,0
1033,32x26,32,26,1707,1377,0
1034,24x41,24,41,1270,2195,1
1035,44x6,44,6,2363,286,0
1036,20x35,20,35,1052,1868,1
1037,6x17,6,17,287,886,1
1038,32x31,32,31,1707,1650,1
1039,8x19,8,19,396,995,1
1040,27x43,27,43,1434,2305,0
1041,32x33,32,33,1707,1759,1
1042,44x5,44,5,2363,232,1
1043,48x3,48,3,2581,123,1
1044,28x34,28,34,1489,1814,0
1045,18x16,18,16,942,832,0
1046,32x17,32,17,1707,886,1
1047,15x15,15,15,778,777,0
1048,23x42,23,42,1215,2250,0
1049,23x13,23,13,1215,668,0
1050,39x32,39,32,2089,1705,0
1051,43x38,43,38,2308,2032,0
1052,28x42,28,42,1489,2250,0
1053,45x18,45,18,2417,941,0
1054,35x25,35,25,1871,1323,0
1055,9x42,9,42,451,2250,0
1056,30x7,30,7,1598,341,1
1057,34x5,34,5,1816,232,1
1058,14x38,14,38,724,2032,0
1059,3x21,3,21,123,1105,0
1060,21x31,21,31,1106,1650,0
1061,8x44,8,44,396,2359,0
1062,32x13,32,13,1707,668,1
1063,49x5,49,5,2636,232,0
1064,4x34,4,34,178,1814,0
1065,43x15,43,15,2308,777,0
1066,36x16,36,16,1926,832,0
1067,6x24,6,24,287,1268,0
1068,43x24,43,24,2308,1268,0
1069,12x42,12,42,615,2250,0
1070,39x16,39,16,2089,832,0
1071,10x38,10,38,505,2032,0
1072,7x30,7,30,341,1595,0
1073,12x16,12,16,615,832,0
1074,36x6,36,6,1926,286,0
1075,3x18,3,18,123,941,0
1076,32x30,32,30,1707,1595,0
1077,11x44,11,44,560,2359,0
1078,5x37,5,37,232,1977,0
1079,43x18,43,18,2308,941,0
1080,47x35,47,35,2526,1868,0
1081,24x23,24,23,1270,1214,0
1082,19x13,19,13,997,668,0
1083,44x2,44,2,2363,68,0
1084,30x33,30,33,1598,1759,1
1085,23x10,23,10,1215,505,0
1086,7x24,7,24,341,1268,0
1087,22x24,22,24,1161,1268,0
1088,12x39,12,39,615,2086,1
1089,9x31,9,31,451,1650,0
1090,40x2,40,2,2144,68,0
1091,24x6,24,6,1270,286,0
1092,7x40,7,40,341,2141,0
1093,33x19,33,19,1762,995,0
1094,22x14,22,14,1161,723,0
1095,24x9,24,9,1270,450,1
1096,14x36,14,36,724,1923,0
1097,29x23,29,23,1543,1214,0
1098,43x42,43,42,2308,2250,0
1099,30x29,30,29,1598,1541,1
1100,13x15,13,15,669,777,0
1101,22x48,22,48,1161,2577,0
1102,26x37,26,37,1379,1977,1
1103,23x48,23,48,1215,2577,0
1104,23x26,23,26,1215,1377,0
1105,15x16,15,16,778,832,0
1106,37x31,37,31,1980,1650,0
1107,32x32,32,32,1707,1705,0
1108,2x22,2,22,68,1159,0
1109,30x12,30,12,1598,614,0
1110,46x18,46,18,2472,941,0
1111,27x10,27,10,1434,505,0
1112,7x45,7,45,341,2414,0
1113,39x27,39,27,2089,1432,0
1114,35x12,35,12,1871,614,0
1115,40x32,40,32,2144,1705,0
1116,37x23,37,23,1980,1214,0
1117,39x39,39,39,2089,2086,0
1118,37x36,37,36,1980,1923,0
1119,29x8,29,8,1543,395,0
1120,13x13,13,13,669,668,0
1121,18x29,18,29,942,1541,1
1122,17x11,17,11,888,559,0
1123,34x9,34,9,1816,450,1
1124,30x8,30,8,1598,395,0
1125,21x27,21,27,1106,1432,0
1126,24x36,24,36,1270,1923,0
1127,7x17,7,17,341,886,0
1128,40x10,40,10,2144,505,0
1129,37x18,37,18,1980,941,0
1130,26x27,26,27,1379,1432,1
1131,7x22,7,22,341,1159,0
1132,28x21,28,21,1489,1105,1
1133,27x37,27,37,1434,1977,0
1134,40x9,40,9,2144,450,1
1135,24x37,24,37,1270,1977,1
1136,12x32,12,32,615,1705,0
1137,5x25,5,25,232,1323,0
1138,43x3,43,3,2308,123,0
1139,49x8,49,8,2636,395,0
1140,37x29,37,29,1980,1541,0
1141,23x47,23,47,1215,2523,0
1142,12x17,12,17,615,886,1
1143,19x43,19,43,997,2305,0
1144,36x30,36,30,1926,1595,0
1145,11x28,11,28,560,1486,0
1146,40x3,40,3,2144,123,1
1147,10x39,10,39,505,2086,1
1148,12x26,12,26,615,1377,0
1149,33x43,33,43,1762,2305,0
1150,43x13,43,13,2308,668,0
1151,21x9,21,9,1106,450,0
1152,24x11,24,11,1270,559,1
1153,15x13,15,13,778,668,0
1154,35x4,35,4,1871,177,0
1155,29x5,29,5,1543,232,0
1156,21x48,21,48,1106,2577,0
1157,9x41,9,41,451,2195,0
1158,39x6,39,6,2089,286,0
1159,41x19,41,19,2199,995,0
1160,29x9,29,9,1543,450,0
1161,25x29,25,29,1325,1541,0
1162,27x38,27,38,1434,2032,0
1163,25x13,25,13,1325,668,0
1164,16x32,16,32,833,1705,0
1165,30x22,30,22,1598,1159,0
1166,5x20,5,20,232,1050,0
1167,35x43,35,43,1871,2305,0
1168,35x3,35,3,1871,123,0
1169,18x47,18,47,942,2523,1
1170,35x41,35,41,1871,2195,0
1171,29x38,29,38,1543,2032,0
1172,34x18,34,18,1816,941,0
1173,46x9,46,9,2472,450,0
1174,20x47,20,47,1052,2523,1
1175,32x15,32,15,1707,777,1
1176,37x38,37,38,1980,2032,0
1177,15x12,15,12,778,614,0
1178,25x14,25,14,1325,723,0
1179,13x47,13,47,669,2523,0
1180,45x46,45,46,2417,2468,0
1181,25x37,25,37,1325,1977,0
1182,25x39,25,39,1325,2086,0
1183,17x45,17,45,888,2414,0
1184,12x41,12,41,615,2195,1
1185,22x29,22,29,1161,1541,1
1186,41x41,41,41,2199,2195,0
1187,19x14,19,14,997,723,0
1188,30x42,30,42,1598,2250,0
1189,32x42,32,42,1707,2250,0
1190,46x35,46,35,2472,1868,0
1191,6x20,6,20,287,1050,0
1192,21x13,21,13,1106,668,0
1193,39x3,39,3,2089,123,0
1194,30x5,30,5,1598,232,1
1195,28x10,28,10,1489,505,0
1196,36x2,36,2,1926,68,0
1197,34x49,34,49,1816,2632,0
1198,6x27,6,27,287,1432,1
1199,24x13,24,13,1270,668,1
1200,16x36,16,36,833,1923,0
1201,48x12,48,12,2581,614,0
1202,47x10,47,10,2526,505,0
1203,42x19,42,19,2253,995,1
1204,46x45,46,45,2472,2414,0
1205,49x10,49,10,2636,505,0
1206,38x2,38,2,2035,68,0
1207,9x29,9,29,451,1541,0
1208,9x47,9,47,451,2523,0
1209,41x16,41,16,2199,832,0
1210,33x33,33,33,1762,1759,0
1211,32x39,32,39,1707,2086,1
1212,30x31,30,31,1598,1650,1
1213,41x32,41,32,2199,1705,0
1214,45x39,45,39,2417,2086,0
1215,5x30,5,30,232,1595,0
1216,20x42,20,42,1052,2250,0
1217,13x19,13,19,669,995,0
1218,7x42,7,42,341,2250,0
1219,48x7,48,7,2581,341,1
1220,43x35,43,35,2308,1868,0
1221,44x22,44,22,2363,1159,0
1222,27x18,27,18,1434,941,0
1223,9x38,9,38,451,2032,0
1224,41x25,41,25,2199,1323,0
1225,19x34,19,34,997,1814,0
1226,3x27,3,27,123,1432,0
1227,45x22,45,22,2417,1159,0
1228,4x27,4,27,178,1432,1
1229,30x17,30,17,1598,886,0
1230,33x36,33,36,1762,1923,0
1231,15x45,15,45,778,2414,0
1232,19x39,19,39,997,2086,0
1233,22x40,22,40,1161,2141,0
1234,13x14,13,14,669,723,0
1235,15x35,15,35,778,1868,0
1236,24x40,24,40,1270,2141,0
1237,32x16,32,16,1707,832,0
1238,22x17,22,17,1161,886,1
1239,35x42,35,42,1871,2250,0
1240,6x18,6,18,287,941,0
1241,29x7,29,7,1543,341,0
1242,38x15,38,15,2035,777,1
1243,33x31,33,31,1762,1650,0
1244,42x42,42,42,2253,2250,0
1245,2x21,2,21,68,1105,1
1246,28x35,28,35,1489,1868,1
1247,15x26,15,26,778,1377,0
1248,45x5,45,5,2417,232,0
1249,28x43,28,43,1489,2305,1
1250,6x28,6,28,287,1486,0
1251,39x12,39,12,2089,614,0
1252,5x23,5,23,232,1214,0
1253,13x38,13,38,669,2032,0
1254,22x47,22,47,1161,2523,1
1255,37x39,37,39,1980,2086,0
1256,12x29,12,29,615,1541,0
1257,35x31,35,31,1871,1650,0
1258,40x27,40,27,2144,1432,1
1259,23x41,23,41,1215,2195,0
1260,35x9,35,9,1871,450,0
1261,36x42,36,42,1926,2250,0
1262,34x6,34,6,1816,286,0
1263,44x17,44,17,2363,886,1
1264,18x18,18,18,942,941,0
1265,37x19,37,19,1980,995,0
1266,20x49,20,49,1052,2632,0
1267,30x32,30,32,1598,1705,0
1268,11x20,11,20,560,1050,0
1269,14x27,14,27,724,1432,1
1270,8x15,8,15,396,777,1
1271,5x32,5,32,232,1705,0
1272,10x46,10,46,505,2468,0
1273,30x11,30,11,1598,559,1
1274,33x11,33,11,1762,559,0
1275,20x16,20,16,1052,832,0
1276,13x43,13,43,669,2305,0
1277,28x6,28,6,1489,286,0
1278,49x34,49,34,2636,1814,0
1279,19x46,19,46,997,2468,0
1280,33x38,33,38,1762,2032,0
1281,9x40,9,40,451,2141,0
1282,11x18,11,18,560,941,0
1283,47x5,47,5,2526,232,0
1284,38x37,38,37,2035,1977,1
1285,4x26,4,26,178,1377,0
1286,24x45,24,45,1270,2414,1
1287,24x14,24,14,1270,723,0
1288,18x43,18,43,942,2305,1
1289,42x4,42,4,2253,177,0
1290,28x36,28,36,1489,1923,0
1291,41x3,41,3,2199,123,0
1292,46x46,46,46,2472,2468,0
1293,20x10,20,10,1052,505,0
1294,34x10,34,10,1816,505,0
1295,8x20,8,20,396,1050,0
1296,11x15,11,15,560,777,0
1297,11x14,11,14,560,723,0
1298,25x30,25,30,1325,1595,0
1299,12x15,12,15,615,777,1
1300,41x7,41,7,2199,341,0
1301,39x26,39,26,2089,1377,0
1302,23x29,23,29,1215,1541,0
1303,28x25,28,25,1489,1323,1
1304,38x36,38,36,2035,1923,0
1305,28x33,28,33,1489,1759,1
1306,17x37,17,37,888,1977,0
1307,48x11,48,11,2581,559,1
1308,38x24,38,24,2035,1268,0
1309,24x32,24,32,1270,1705,0
1310,31x14,31,14,1652,723,0
1311,45x16,45,16,2417,832,0
1312,26x14,26,14,1379,723,0
1313,38x33,38,33,2035,1759,1
1314,32x14,32,14,1707,723,0
1315,41x12,41,12,2199,614,0
1316,6x22,6,22,287,1159,0
1317,29x27,29,27,1543,1432,0
1318,33x13,33,13,1762,668,0
1319,21x33,21,33,1106,1759,0
1320,30x48,30,48,1598,2577,0
1321,6x35,6,35,287,1868,1
1322,8x30,8,30,396,1595,0
1323,46x6,46,6,2472,286,0
1324,16x28,16,28,833,1486,0
1325,7x44,7,44,341,2359,0
1326,5x21,5,21,232,1105,0
1327,9x39,9,39,451,2086,0
1328,21x34,21,34,1106,1814,0
1329,10x19,10,19,505,995,1
1330,22x7,22,7,1161,341,1
1331,28x12,28,12,1489,614,0
1332,10x29,10,29,505,1541,1
1333,43x19,43,19,2308,995,0
1334,27x20,27,20,1434,1050,0
1335,34x40,34,40,1816,2141,0
1336,27x6,27,6,1434,286,0
1337,22x13,22,13,1161,668,1
1338,44x23,44,23,2363,1214,0
1339,27x19,27,19,1434,995,0
1340,13x45,13,45,669,2414,0
1341,28x28,28,28,1489,1486,0
1342,20x9,20,9,1052,450,1
1343,22x25,22,25,1161,1323,1
1344,19x27,19,27,997,1432,0
1345,7x38,7,38,341,2032,0
1346,36x34,36,34,1926,1814,0
1347,46x49,46,49,2472,2632,0
1348,6x31,6,31,287,1650,0
1349,37x15,37,15,1980,777,0
1350,32x5,32,5,1707,232,1
1351,44x31,44,31,2363,1650,0
1352,6x21,6,21,287,1105,1
1353,48x40,48,40,2581,2141,0
1354,15x40,15,40,778,2141,0
1355,4x18,4,18,178,941,0
1356,23x9,23,9,1215,450,0
1357,38x6,38,6,2035,286,0
1358,24x24,24,24,1270,1268,0
1359,21x30,21,30,1106,1595,0
1360,6x37,6,37,287,1977,1
1361,13x32,13,32,669,1705,0
1362,31x42,31,42,1652,2250,0
1363,3x31,3,31,123,1650,0
1364,36x32,36,32,1926,1705,0
1365,16x33,16,33,833,1759,1
1366,23x35,23,35,1215,1868,0
1367,16x37,16,37,833,1977,1
1368,43x27,43,27,2308,1432,0
1369,46x48,46,48,2472,2577,0
1370,34x39,34,39,1816,2086,1
1371,17x12,17,12,888,614,0
1372,38x14,38,14,2035,723,0
1373,10x41,10,41,505,2195,1
1374,10x15,10,15,505,777,1
1375,3x29,3,29,123,1541,0
1376,30x39,30,39,1598,2086,1
1377,45x13,45,13,2417,668,0
1378,19x31,19,31,997,1650,0
1379,36x12,36,12,1926,614,0
1380,29x6,29,6,1543,286,0
1381,24x43,24,43,1270,2305,1
1382,43x16,43,16,2308,832,0
1383,17x44,17,44,888,2359,0
1384,16x42,16,42,833,2250,0
1385,37x42,37,42,1980,2250,0
1386,15x14,15,14,778,723,0
1387,42x41,42,41,2253,2195,1
1388,19x45,19,45,997,2414,0
1389,32x28,32,28,1707,1486,0
1390,16x43,16,43,833,2305,1
1391,6x43,6,43,287,2305,1
1392,43x4,43,4,2308,177,0
1393,40x40,40,40,2144,2141,0
1394,40x20,40,20,2144,1050,0
1395,29x14,29,14,1543,723,0
1396,27x31,27,31,1434,1650,0
1397,42x37,42,37,2253,1977,0
1398,21x11,21,11,1106,559,0
1399,21x10,21,10,1106,505,0
1400,29x44,29,44,1543,2359,0
1401,46x47,46,47,2472,2523,1
1402,43x33,43,33,2308,1759,0
1403,40x23,40,23,2144,1214,1
1404,2x33,2,33,68,1759,1
1405,20x39,20,39,1052,2086,1
1406,34x17,34,17,1816,886,1
1407,16x40,16,40,833,2141,0
1408,36x28,36,28,1926,1486,0
1409,26x23,26,23,1379,1214,0
1410,47x7,47,7,2526,341,0
1411,19x28,19,28,997,1486,0
1412,49x13,49,13,2636,668,0
1413,42x22,42,22,2253,1159,0
1414,5x31,5,31,232,1650,0
1415,26x6,26,6,1379,286,0
1416,7x35,7,35,341,1868,0
1417,45x47,45,47,2417,2523,0
1418,37x6,37,6,1980,286,0
1419,24x46,24,46,1270,2468,0
1420,6x38,6,38,287,2032,0
1421,16x47,16,47,833,2523,1
1422,43x32,43,32,2308,1705,0
1423,22x46,22,46,1161,2468,0
1424,14x16,14,16,724,832,0
1425,35x19,35,19,1871,995,0
1426,8x26,8,26,396,1377,0
1427,30x23,30,23,1598,1214,0
1428,41x17,41,17,2199,886,0
1429,23x24,23,24,1215,1268,0
1430,17x13,17,13,888,668,0
1431,29x45,29,45,1543,2414,0
1432,39x14,39,14,2089,723,0
1433,32x29,32,29,1707,1541,1
1434,35x13,35,13,1871,668,0
1435,46x20,46,20,2472,1050,0
1436,49x11,49,11,2636,559,0
1437,44x38,44,38,2363,2032,0
1438,23x15,23,15,1215,777,0
1439,21x28,21,28,1106,1486,0
1440,2x38,2,38,68,2032,0
1441,33x28,33,28,1762,1486,0
1442,6x34,6,34,287,1814,0
1443,35x32,35,32,1871,1705,0
1444,23x40,23,40,1215,2141,0
1445,26x20,26,20,1379,1050,0
1446,22x44,22,44,1161,2359,0
1447,29x25,29,25,1543,1323,0
1448,19x16,19,16,997,832,0
1449,29x11,29,11,1543,559,0
1450,3x22,3,22,123,1159,0
1451,21x41,21,41,1106,2195,0
1452,41x34,41,34,2199,1814,0
1453,25x20,25,20,1325,1050,0
1454,9x17,9,17,451,886,0
1455,21x15,21,15,1106,777,0
1456,41x42,41,42,2199,2250,0
1457,28x23,28,23,1489,1214,1
1458,47x6,47,6,2526,286,0
1459,14x32,14,32,724,1705,0
1460,48x8,48,8,2581,395,0
1461,10x20,10,20,505,1050,0
1462,34x16,34,16,1816,832,0
1463,46x2,46,2,2472,68,0
1464,31x18,31,18,1652,941,0
1465,17x16,17,16,888,832,0
1466,17x28,17,28,888,1486,0
1467,27x36,27,36,1434,1923,0
1468,43x34,43,34,2308,1814,0
1469,23x17,23,17,1215,886,0
1470,37x17,37,17,1980,886,0
1471,20x27,20,27,1052,1432,1
1472,33x34,33,34,1762,1814,0
1473,11x29,11,29,560,1541,0
1474,22x32,22,32,1161,1705,0
1475,11x30,11,30,560,1595,0
1476,25x48,25,48,1325,2577,0
1477,21x25,21,25,1106,1323,0
1478,33x6,33,6,1762,286,0
1479,9x19,9,19,451,995,0
1480,26x12,26,12,1379,614,0
1481,24x18,24,18,1270,941,0
1482,20x32,20,32,1052,1705,0
1483,20x30,20,30,1052,1595,0
1484,42x27,42,27,2253,1432,1
1485,15x49,15,49,778,2632,0
1486,26x21,26,21,1379,1105,0
1487,2x39,2,39,68,2086,1
1488,9x43,9,43,451,2305,0
1489,40x37,40,37,2144,1977,1
1490,24x27,24,27,1270,1432,1
1491,12x13,12,13,615,668,1
1492,30x19,30,19,1598,995,1
1493,39x9,39,9,2089,450,0
1494,21x26,21,26,1106,1377,0
1495,9x45,9,45,451,2414,0
1496,40x28,40,28,2144,1486,0
1497,16x19,16,19,833,995,0
1498,20x11,20,11,1052,559,1
1499,22x27,22,27,1161,1432,1
1500,15x38,15,38,778,2032,0
1501,9x46,9,46,451,2468,0
1502,41x39,41,39,2199,2086,0
1503,21x44,21,44,1106,2359,0
1504,14x39,14,39,724,2086,1
1505,45x3,45,3,2417,123,0
1506,34x31,34,31,1816,1650,1
1507,37x34,37,34,1980,1814,0
1508,38x9,38,9,2035,450,1
1509,11x17,11,17,560,886,0
1510,38x23,38,23,2035,1214,1
1511,29x40,29,40,1543,2141,0
1512,37x21,37,21,1980,1105,0
1513,7x47,7,47,341,2523,0
1514,27x34,27,34,1434,1814,0
1515,10x34,10,34,505,1814,0
1516,5x39,5,39,232,2086,0
1517,25x38,25,38,1325,2032,0
1518,24x26,24,26,1270,1377,0
1519,28x14,28,14,1489,723,0
1520,27x48,27,48,1434,2577,0
1521,16x44,16,44,833,2359,0
1522,28x15,28,15,1489,777,1
1523,39x2,39,2,2089,68,0
1524,35x17,35,17,1871,886,0
1525,26x9,26,9,1379,450,0
1526,11x27,11,27,560,1432,0
1527,26x31,26,31,1379,1650,1
1528,2x34,2,34,68,1814,0
1529,31x39,31,39,1652,2086,0
1530,32x34,32,34,1707,1814,0
1531,16x31,16,31,833,1650,1
1532,19x29,19,29,997,1541,0
1533,41x30,41,30,2199,1595,0
1534,26x30,26,30,1379,1595,0
1535,22x8,22,8,1161,395,0
1536,16x34,16,34,833,1814,0
1537,28x29,28,29,1489,1541,1
1538,38x4,38,4,2035,177,0
1539,44x16,44,16,2363,832,0
1540,18x15,18,15,942,777,1
1541,40x13,40,13,2144,668,1
1542,17x32,17,32,888,1705,0
1543,12x49,12,49,615,2632,0
1544,37x14,37,14,1980,723,0
1545,19x11,19,11,997,559,0
1546,33x9,33,9,1762,450,0
1547,31x20,31,20,1652,1050,0
1548,18x33,18,33,942,1759,1
1549,43x2,43,2,2308,68,0
1550,25x32,25,32,1325,1705,0
1551,40x6,40,6,2144,286,0
1552,2x27,2,27,68,1432,1
1553,18x31,18,31,942,1650,1
1554,45x38,45,38,2417,2032,0
1555,35x16,35,16,1871,832,0
1556,22x23,22,23,1161,1214,1
1557,24x35,24,35,1270,1868,1
1558,46x34,46,34,2472,1814,0
1559,2x32,2,32,68,1705,0
1560,31x30,31,30,1652,1595,0
1561,28x26,28,26,1489,1377,0
1562,18x41,18,41,942,2195,1
1563,19x44,19,44,997,2359,0
1564,6x44,6,44,287,2359,0
1565,39x15,39,15,2089,777,0
1566,28x39,28,39,1489,2086,1
1567,47x48,47,48,2526,2577,0
1568,40x29,40,29,2144,1541,1
1569,28x38,28,38,1489,2032,0
